depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,16,"28,63","20,16","-0,491145218",2026-05-05 12:00:00,10,010_0.0
"-0,5","16,5","28,63","20,16","-0,432113341",2026-05-05 12:00:00,10,010_0.5
-1,17,"28,63","20,16","-0,373081464",2026-05-05 12:00:00,10,010_1.0
"-1,5",28,"28,63","20,16","0,925619835",2026-05-05 12:00:00,10,010_1.5
-2,30,"28,63","20,16","1,161747344",2026-05-05 12:00:00,10,010_2.0
"-2,5",31,"28,63","20,16","1,279811098",2026-05-05 12:00:00,10,010_2.5
-3,32,"28,63","20,16","1,397874852",2026-05-05 12:00:00,10,010_3.0
"-3,5",32,"28,63","20,16","1,397874852",2026-05-05 12:00:00,10,010_3.5
-4,"31,5","28,63","20,16","1,338842975",2026-05-05 12:00:00,10,010_4.0
"-4,5",31,"28,63","20,16","1,279811098",2026-05-05 12:00:00,10,010_4.5
-5,"30,5","28,63","20,16","1,220779221",2026-05-05 12:00:00,10,010_5.0
"-5,5",30,"28,63","20,16","1,161747344",2026-05-05 12:00:00,10,010_5.5
-6,"30,5","28,63","20,16","1,220779221",2026-05-05 12:00:00,10,010_6.0
"-6,5",31,"28,63","20,16","1,279811098",2026-05-05 12:00:00,10,010_6.5
-7,32,"28,63","20,16","1,397874852",2026-05-05 12:00:00,10,010_7.0
"-7,5",33,"28,63","20,16","1,515938607",2026-05-05 12:00:00,10,010_7.5
-8,33,"28,63","20,16","1,515938607",2026-05-05 12:00:00,10,010_8.0
"-8,5","32,5","28,63","20,16","1,45690673",2026-05-05 12:00:00,10,010_8.5
-9,32,"28,63","20,16","1,397874852",2026-05-05 12:00:00,10,010_9.0
"-9,5","31,5","28,63","20,16","1,338842975",2026-05-05 12:00:00,10,010_9.5
-10,31,"28,63","20,16","1,279811098",2026-05-05 12:00:00,10,010_10.0
"-10,5","30,5","28,63","20,16","1,220779221",2026-05-05 12:00:00,10,010_10.5
-11,30,"28,63","20,16","1,161747344",2026-05-05 12:00:00,10,010_11.0
"-11,5",29,"28,63","20,16","1,043683589",2026-05-05 12:00:00,10,010_11.5
-12,27,"28,63","20,16","0,80755608",2026-05-05 12:00:00,10,010_12.0
"-12,5",25,"28,63","20,16","0,571428571",2026-05-05 12:00:00,10,010_12.5
-13,23,"28,63","20,16","0,335301063",2026-05-05 12:00:00,10,010_13.0
"-13,5",21,"28,63","20,16","0,099173554",2026-05-05 12:00:00,10,010_13.5
-14,20,"28,63","20,16","-0,018890201",2026-05-05 12:00:00,10,010_14.0
"-14,5","19,5","28,63","20,16","-0,077922078",2026-05-05 12:00:00,10,010_14.5
-15,19,"28,63","20,16","-0,136953955",2026-05-05 12:00:00,10,010_15.0
"-15,5","18,8","28,63","20,16","-0,160566706",2026-05-05 12:00:00,10,010_15.5
-16,"18,7","28,63","20,16","-0,172373081",2026-05-05 12:00:00,10,010_16.0
"-16,5","18,6","28,63","20,16","-0,184179457",2026-05-05 12:00:00,10,010_16.5
-17,"18,5","28,63","20,16","-0,195985832",2026-05-05 12:00:00,10,010_17.0
"-17,5","18,4","28,63","20,16","-0,207792208",2026-05-05 12:00:00,10,010_17.5
-18,"18,3","28,63","20,16","-0,219598583",2026-05-05 12:00:00,10,010_18.0
"-18,5","18,2","28,63","20,16","-0,231404959",2026-05-05 12:00:00,10,010_18.5
-19,"18,1","28,63","20,16","-0,243211334",2026-05-05 12:00:00,10,010_19.0
"-19,5",18,"28,63","20,16","-0,25501771",2026-05-05 12:00:00,10,010_19.5
-20,"17,9","28,63","20,16","-0,266824085",2026-05-05 12:00:00,10,010_20.0
"-20,5","17,8","28,63","20,16","-0,27863046",2026-05-05 12:00:00,10,010_20.5
-21,"17,7","28,63","20,16","-0,290436836",2026-05-05 12:00:00,10,010_21.0
"-21,5","17,6","28,63","20,16","-0,302243211",2026-05-05 12:00:00,10,010_21.5
-22,"17,5","28,63","20,16","-0,314049587",2026-05-05 12:00:00,10,010_22.0
"-22,5","17,4","28,63","20,16","-0,325855962",2026-05-05 12:00:00,10,010_22.5
-23,"17,3","28,63","20,16","-0,337662338",2026-05-05 12:00:00,10,010_23.0
"-23,5","17,2","28,63","20,16","-0,349468713",2026-05-05 12:00:00,10,010_23.5
-24,"17,1","28,63","20,16","-0,361275089",2026-05-05 12:00:00,10,010_24.0
"-24,5",17,"28,63","20,16","-0,373081464",2026-05-05 12:00:00,10,010_24.5
-25,17,"28,63","20,16","-0,373081464",2026-05-05 12:00:00,10,010_25.0
