depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,17,"19,09","13,08","0,652246256",2026-05-05 12:00:00,37,037_0.0
"-0,5",18,"19,09","13,08","0,818635607",2026-05-05 12:00:00,37,037_0.5
-1,19,"19,09","13,08","0,985024958",2026-05-05 12:00:00,37,037_1.0
"-1,5",20,"19,09","13,08","1,151414309",2026-05-05 12:00:00,37,037_1.5
-2,22,"19,09","13,08","1,484193012",2026-05-05 12:00:00,37,037_2.0
"-2,5",23,"19,09","13,08","1,650582363",2026-05-05 12:00:00,37,037_2.5
-3,24,"19,09","13,08","1,816971714",2026-05-05 12:00:00,37,037_3.0
"-3,5",23,"19,09","13,08","1,650582363",2026-05-05 12:00:00,37,037_3.5
-4,22,"19,09","13,08","1,484193012",2026-05-05 12:00:00,37,037_4.0
"-4,5",21,"19,09","13,08","1,317803661",2026-05-05 12:00:00,37,037_4.5
-5,20,"19,09","13,08","1,151414309",2026-05-05 12:00:00,37,037_5.0
"-5,5",19,"19,09","13,08","0,985024958",2026-05-05 12:00:00,37,037_5.5
-6,15,"19,09","13,08","0,319467554",2026-05-05 12:00:00,37,037_6.0
"-6,5",14,"19,09","13,08","0,153078203",2026-05-05 12:00:00,37,037_6.5
-7,"13,5","19,09","13,08","0,069883527",2026-05-05 12:00:00,37,037_7.0
"-7,5",13,"19,09","13,08","-0,013311148",2026-05-05 12:00:00,37,037_7.5
-8,14,"19,09","13,08","0,153078203",2026-05-05 12:00:00,37,037_8.0
"-8,5",15,"19,09","13,08","0,319467554",2026-05-05 12:00:00,37,037_8.5
-9,17,"19,09","13,08","0,652246256",2026-05-05 12:00:00,37,037_9.0
"-9,5",19,"19,09","13,08","0,985024958",2026-05-05 12:00:00,37,037_9.5
-10,"20,5","19,09","13,08","1,234608985",2026-05-05 12:00:00,37,037_10.0
"-10,5",22,"19,09","13,08","1,484193012",2026-05-05 12:00:00,37,037_10.5
-11,23,"19,09","13,08","1,650582363",2026-05-05 12:00:00,37,037_11.0
"-11,5",24,"19,09","13,08","1,816971714",2026-05-05 12:00:00,37,037_11.5
-12,"24,5","19,09","13,08","1,900166389",2026-05-05 12:00:00,37,037_12.0
"-12,5",24,"19,09","13,08","1,816971714",2026-05-05 12:00:00,37,037_12.5
-13,23,"19,09","13,08","1,650582363",2026-05-05 12:00:00,37,037_13.0
"-13,5",22,"19,09","13,08","1,484193012",2026-05-05 12:00:00,37,037_13.5
-14,21,"19,09","13,08","1,317803661",2026-05-05 12:00:00,37,037_14.0
"-14,5",20,"19,09","13,08","1,151414309",2026-05-05 12:00:00,37,037_14.5
-15,"18,5","19,09","13,08","0,901830283",2026-05-05 12:00:00,37,037_15.0
"-15,5",17,"19,09","13,08","0,652246256",2026-05-05 12:00:00,37,037_15.5
-16,16,"19,09","13,08","0,485856905",2026-05-05 12:00:00,37,037_16.0
"-16,5",15,"19,09","13,08","0,319467554",2026-05-05 12:00:00,37,037_16.5
-17,"14,5","19,09","13,08","0,236272879",2026-05-05 12:00:00,37,037_17.0
"-17,5",14,"19,09","13,08","0,153078203",2026-05-05 12:00:00,37,037_17.5
-18,"13,8","19,09","13,08","0,119800333",2026-05-05 12:00:00,37,037_18.0
"-18,5","13,6","19,09","13,08","0,086522463",2026-05-05 12:00:00,37,037_18.5
-19,"13,5","19,09","13,08","0,069883527",2026-05-05 12:00:00,37,037_19.0
"-19,5","13,5","19,09","13,08","0,069883527",2026-05-05 12:00:00,37,037_19.5
-20,"13,5","19,09","13,08","0,069883527",2026-05-05 12:00:00,37,037_20.0
"-20,5","15,5","19,09","13,08","0,40266223",2026-05-05 12:00:00,37,037_20.5
-21,"16,5","19,09","13,08","0,569051581",2026-05-05 12:00:00,37,037_21.0
"-21,5","17,05","19,09","13,08","0,660565724",2026-05-05 12:00:00,37,037_21.5
-22,"18,5","19,09","13,08","0,901830283",2026-05-05 12:00:00,37,037_22.0
"-22,5","20,5","19,09","13,08","1,234608985",2026-05-05 12:00:00,37,037_22.5
-23,"22,5","19,09","13,08","1,567387687",2026-05-05 12:00:00,37,037_23.0
"-23,5",24,"19,09","13,08","1,816971714",2026-05-05 12:00:00,37,037_23.5
-24,25,"19,09","13,08","1,983361065",2026-05-05 12:00:00,37,037_24.0
"-24,5",24,"19,09","13,08","1,816971714",2026-05-05 12:00:00,37,037_24.5
-25,23,"19,09","13,08","1,650582363",2026-05-05 12:00:00,37,037_25.0
