depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_0.0
"-0,5","21,2","26,07","17,61","0,424349882",2026-05-05 12:00:00,47,047_0.5
-1,"21,5","26,07","17,61","0,459810875",2026-05-05 12:00:00,47,047_1.0
"-1,5",24,"26,07","17,61","0,755319149",2026-05-05 12:00:00,47,047_1.5
-2,27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,47,047_2.0
"-2,5",29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,47,047_2.5
-3,30,"26,07","17,61","1,464539007",2026-05-05 12:00:00,47,047_3.0
"-3,5",29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,47,047_3.5
-4,28,"26,07","17,61","1,228132388",2026-05-05 12:00:00,47,047_4.0
"-4,5",27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,47,047_4.5
-5,26,"26,07","17,61","0,991725768",2026-05-05 12:00:00,47,047_5.0
"-5,5","25,5","26,07","17,61","0,932624113",2026-05-05 12:00:00,47,047_5.5
-6,26,"26,07","17,61","0,991725768",2026-05-05 12:00:00,47,047_6.0
"-6,5",28,"26,07","17,61","1,228132388",2026-05-05 12:00:00,47,047_6.5
-7,30,"26,07","17,61","1,464539007",2026-05-05 12:00:00,47,047_7.0
"-7,5",31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,47,047_7.5
-8,"31,5","26,07","17,61","1,641843972",2026-05-05 12:00:00,47,047_8.0
"-8,5","29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,47,047_8.5
-9,"27,5","26,07","17,61","1,169030733",2026-05-05 12:00:00,47,047_9.0
"-9,5","25,5","26,07","17,61","0,932624113",2026-05-05 12:00:00,47,047_9.5
-10,24,"26,07","17,61","0,755319149",2026-05-05 12:00:00,47,047_10.0
"-10,5",23,"26,07","17,61","0,637115839",2026-05-05 12:00:00,47,047_10.5
-11,22,"26,07","17,61","0,51891253",2026-05-05 12:00:00,47,047_11.0
"-11,5","21,5","26,07","17,61","0,459810875",2026-05-05 12:00:00,47,047_11.5
-12,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_12.0
"-12,5",21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_12.5
-13,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_13.0
"-13,5",21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_13.5
-14,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_14.0
"-14,5",21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_14.5
-15,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_15.0
"-15,5",21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_15.5
-16,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_16.0
"-16,5",21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_16.5
-17,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_17.0
"-17,5",21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_17.5
-18,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_18.0
"-18,5",21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_18.5
-19,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_19.0
"-19,5",21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_19.5
-20,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_20.0
"-20,5",21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_20.5
-21,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_21.0
"-21,5",21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_21.5
-22,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_22.0
"-22,5",21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_22.5
-23,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_23.0
"-23,5",21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_23.5
-24,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_24.0
"-24,5",21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_24.5
-25,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,47,047_25.0
