depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,46,046_0.0
"-0,5","21,5","26,07","17,61","0,459810875",2026-05-05 12:00:00,46,046_0.5
-1,22,"26,07","17,61","0,51891253",2026-05-05 12:00:00,46,046_1.0
"-1,5",24,"26,07","17,61","0,755319149",2026-05-05 12:00:00,46,046_1.5
-2,27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,46,046_2.0
"-2,5",29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,46,046_2.5
-3,30,"26,07","17,61","1,464539007",2026-05-05 12:00:00,46,046_3.0
"-3,5","29,8","26,07","17,61","1,440898345",2026-05-05 12:00:00,46,046_3.5
-4,29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,46,046_4.0
"-4,5",28,"26,07","17,61","1,228132388",2026-05-05 12:00:00,46,046_4.5
-5,27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,46,046_5.0
"-5,5",26,"26,07","17,61","0,991725768",2026-05-05 12:00:00,46,046_5.5
-6,25,"26,07","17,61","0,873522459",2026-05-05 12:00:00,46,046_6.0
"-6,5",24,"26,07","17,61","0,755319149",2026-05-05 12:00:00,46,046_6.5
-7,"23,5","26,07","17,61","0,696217494",2026-05-05 12:00:00,46,046_7.0
"-7,5","23,2","26,07","17,61","0,660756501",2026-05-05 12:00:00,46,046_7.5
-8,"23,2","26,07","17,61","0,660756501",2026-05-05 12:00:00,46,046_8.0
"-8,5","23,2","26,07","17,61","0,660756501",2026-05-05 12:00:00,46,046_8.5
-9,"23,2","26,07","17,61","0,660756501",2026-05-05 12:00:00,46,046_9.0
"-9,5","23,2","26,07","17,61","0,660756501",2026-05-05 12:00:00,46,046_9.5
-10,"23,2","26,07","17,61","0,660756501",2026-05-05 12:00:00,46,046_10.0
"-10,5","23,5","26,07","17,61","0,696217494",2026-05-05 12:00:00,46,046_10.5
-11,24,"26,07","17,61","0,755319149",2026-05-05 12:00:00,46,046_11.0
"-11,5",25,"26,07","17,61","0,873522459",2026-05-05 12:00:00,46,046_11.5
-12,"26,5","26,07","17,61","1,050827423",2026-05-05 12:00:00,46,046_12.0
"-12,5",28,"26,07","17,61","1,228132388",2026-05-05 12:00:00,46,046_12.5
-13,"29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,46,046_13.0
"-13,5",30,"26,07","17,61","1,464539007",2026-05-05 12:00:00,46,046_13.5
-14,30,"26,07","17,61","1,464539007",2026-05-05 12:00:00,46,046_14.0
"-14,5","29,8","26,07","17,61","1,440898345",2026-05-05 12:00:00,46,046_14.5
-15,"29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,46,046_15.0
"-15,5",29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,46,046_15.5
-16,"28,5","26,07","17,61","1,287234043",2026-05-05 12:00:00,46,046_16.0
"-16,5",28,"26,07","17,61","1,228132388",2026-05-05 12:00:00,46,046_16.5
-17,27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,46,046_17.0
"-17,5","25,5","26,07","17,61","0,932624113",2026-05-05 12:00:00,46,046_17.5
-18,24,"26,07","17,61","0,755319149",2026-05-05 12:00:00,46,046_18.0
"-18,5","22,5","26,07","17,61","0,578014184",2026-05-05 12:00:00,46,046_18.5
-19,"21,5","26,07","17,61","0,459810875",2026-05-05 12:00:00,46,046_19.0
"-19,5","20,5","26,07","17,61","0,341607565",2026-05-05 12:00:00,46,046_19.5
-20,"19,5","26,07","17,61","0,223404255",2026-05-05 12:00:00,46,046_20.0
"-20,5","18,8","26,07","17,61","0,140661939",2026-05-05 12:00:00,46,046_20.5
-21,"18,2","26,07","17,61","0,069739953",2026-05-05 12:00:00,46,046_21.0
"-21,5","17,8","26,07","17,61","0,022458629",2026-05-05 12:00:00,46,046_21.5
-22,"17,6","26,07","17,61","-0,001182033",2026-05-05 12:00:00,46,046_22.0
"-22,5","17,5","26,07","17,61","-0,013002364",2026-05-05 12:00:00,46,046_22.5
-23,"17,4","26,07","17,61","-0,024822695",2026-05-05 12:00:00,46,046_23.0
"-23,5","17,4","26,07","17,61","-0,024822695",2026-05-05 12:00:00,46,046_23.5
-24,"17,4","26,07","17,61","-0,024822695",2026-05-05 12:00:00,46,046_24.0
"-24,5","17,4","26,07","17,61","-0,024822695",2026-05-05 12:00:00,46,046_24.5
-25,"17,4","26,07","17,61","-0,024822695",2026-05-05 12:00:00,46,046_25.0
