depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,"12,2","24,95","17,17","-0,638817481",2026-05-05 12:00:00,23,023_0.0
"-0,5","12,5","24,95","17,17","-0,600257069",2026-05-05 12:00:00,23,023_0.5
-1,"13,1","24,95","17,17","-0,523136247",2026-05-05 12:00:00,23,023_1.0
"-1,5","18,5","24,95","17,17","0,170951157",2026-05-05 12:00:00,23,023_1.5
-2,24,"24,95","17,17","0,877892031",2026-05-05 12:00:00,23,023_2.0
"-2,5","25,8","24,95","17,17","1,109254499",2026-05-05 12:00:00,23,023_2.5
-3,"26,8","24,95","17,17","1,237789203",2026-05-05 12:00:00,23,023_3.0
"-3,5","27,3","24,95","17,17","1,302056555",2026-05-05 12:00:00,23,023_3.5
-4,"27,8","24,95","17,17","1,366323907",2026-05-05 12:00:00,23,023_4.0
"-4,5","27,3","24,95","17,17","1,302056555",2026-05-05 12:00:00,23,023_4.5
-5,"26,8","24,95","17,17","1,237789203",2026-05-05 12:00:00,23,023_5.0
"-5,5","26,2","24,95","17,17","1,16066838",2026-05-05 12:00:00,23,023_5.5
-6,"25,6","24,95","17,17","1,083547558",2026-05-05 12:00:00,23,023_6.0
"-6,5",25,"24,95","17,17","1,006426735",2026-05-05 12:00:00,23,023_6.5
-7,"24,5","24,95","17,17","0,942159383",2026-05-05 12:00:00,23,023_7.0
"-7,5",24,"24,95","17,17","0,877892031",2026-05-05 12:00:00,23,023_7.5
-8,"25,2","24,95","17,17","1,032133676",2026-05-05 12:00:00,23,023_8.0
"-8,5","26,5","24,95","17,17","1,199228792",2026-05-05 12:00:00,23,023_8.5
-9,"27,5","24,95","17,17","1,327763496",2026-05-05 12:00:00,23,023_9.0
"-9,5",28,"24,95","17,17","1,392030848",2026-05-05 12:00:00,23,023_9.5
-10,"28,2","24,95","17,17","1,417737789",2026-05-05 12:00:00,23,023_10.0
"-10,5","28,1","24,95","17,17","1,404884319",2026-05-05 12:00:00,23,023_10.5
-11,"27,8","24,95","17,17","1,366323907",2026-05-05 12:00:00,23,023_11.0
"-11,5","27,5","24,95","17,17","1,327763496",2026-05-05 12:00:00,23,023_11.5
-12,27,"24,95","17,17","1,263496144",2026-05-05 12:00:00,23,023_12.0
"-12,5","26,5","24,95","17,17","1,199228792",2026-05-05 12:00:00,23,023_12.5
-13,26,"24,95","17,17","1,13496144",2026-05-05 12:00:00,23,023_13.0
"-13,5",25,"24,95","17,17","1,006426735",2026-05-05 12:00:00,23,023_13.5
-14,24,"24,95","17,17","0,877892031",2026-05-05 12:00:00,23,023_14.0
"-14,5",23,"24,95","17,17","0,749357326",2026-05-05 12:00:00,23,023_14.5
-15,22,"24,95","17,17","0,620822622",2026-05-05 12:00:00,23,023_15.0
"-15,5",21,"24,95","17,17","0,492287918",2026-05-05 12:00:00,23,023_15.5
-16,20,"24,95","17,17","0,363753213",2026-05-05 12:00:00,23,023_16.0
"-16,5",19,"24,95","17,17","0,235218509",2026-05-05 12:00:00,23,023_16.5
-17,"18,3","24,95","17,17","0,145244216",2026-05-05 12:00:00,23,023_17.0
"-17,5",18,"24,95","17,17","0,106683805",2026-05-05 12:00:00,23,023_17.5
-18,"17,8","24,95","17,17","0,080976864",2026-05-05 12:00:00,23,023_18.0
"-18,5","17,6","24,95","17,17","0,055269923",2026-05-05 12:00:00,23,023_18.5
-19,"17,5","24,95","17,17","0,042416452",2026-05-05 12:00:00,23,023_19.0
"-19,5","17,4","24,95","17,17","0,029562982",2026-05-05 12:00:00,23,023_19.5
-20,"17,3","24,95","17,17","0,016709512",2026-05-05 12:00:00,23,023_20.0
"-20,5","17,25","24,95","17,17","0,010282776",2026-05-05 12:00:00,23,023_20.5
-21,"17,2","24,95","17,17","0,003856041",2026-05-05 12:00:00,23,023_21.0
"-21,5","17,15","24,95","17,17","-0,002570694",2026-05-05 12:00:00,23,023_21.5
-22,"17,1","24,95","17,17","-0,008997429",2026-05-05 12:00:00,23,023_22.0
"-22,5","17,05","24,95","17,17","-0,015424165",2026-05-05 12:00:00,23,023_22.5
-23,"17,02","24,95","17,17","-0,019280206",2026-05-05 12:00:00,23,023_23.0
"-23,5","17,3","24,95","17,17","0,016709512",2026-05-05 12:00:00,23,023_23.5
-24,17,"24,95","17,17","-0,0218509",2026-05-05 12:00:00,23,023_24.0
"-24,5",17,"24,95","17,17","-0,0218509",2026-05-05 12:00:00,23,023_24.5
-25,"17,11","24,95","17,17","-0,007712082",2026-05-05 12:00:00,23,023_25.0
