depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,15,015_0.0
"-0,5","21,2","26,07","17,61","0,424349882",2026-05-05 12:00:00,15,015_0.5
-1,"21,8","26,07","17,61","0,495271868",2026-05-05 12:00:00,15,015_1.0
"-1,5","26,5","26,07","17,61","1,050827423",2026-05-05 12:00:00,15,015_1.5
-2,30,"26,07","17,61","1,464539007",2026-05-05 12:00:00,15,015_2.0
"-2,5","32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,15,015_2.5
-3,"33,5","26,07","17,61","1,878250591",2026-05-05 12:00:00,15,015_3.0
"-3,5",33,"26,07","17,61","1,819148936",2026-05-05 12:00:00,15,015_3.5
-4,32,"26,07","17,61","1,700945626",2026-05-05 12:00:00,15,015_4.0
"-4,5",31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,15,015_4.5
-5,30,"26,07","17,61","1,464539007",2026-05-05 12:00:00,15,015_5.0
"-5,5",29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,15,015_5.5
-6,28,"26,07","17,61","1,228132388",2026-05-05 12:00:00,15,015_6.0
"-6,5","27,5","26,07","17,61","1,169030733",2026-05-05 12:00:00,15,015_6.5
-7,27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,15,015_7.0
"-7,5",27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,15,015_7.5
-8,27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,15,015_8.0
"-8,5",27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,15,015_8.5
-9,27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,15,015_9.0
"-9,5",27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,15,015_9.5
-10,27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,15,015_10.0
"-10,5","27,5","26,07","17,61","1,169030733",2026-05-05 12:00:00,15,015_10.5
-11,28,"26,07","17,61","1,228132388",2026-05-05 12:00:00,15,015_11.0
"-11,5",29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,15,015_11.5
-12,"30,5","26,07","17,61","1,523640662",2026-05-05 12:00:00,15,015_12.0
"-12,5",32,"26,07","17,61","1,700945626",2026-05-05 12:00:00,15,015_12.5
-13,"33,5","26,07","17,61","1,878250591",2026-05-05 12:00:00,15,015_13.0
"-13,5",34,"26,07","17,61","1,937352246",2026-05-05 12:00:00,15,015_13.5
-14,34,"26,07","17,61","1,937352246",2026-05-05 12:00:00,15,015_14.0
"-14,5","33,8","26,07","17,61","1,913711584",2026-05-05 12:00:00,15,015_14.5
-15,"33,5","26,07","17,61","1,878250591",2026-05-05 12:00:00,15,015_15.0
"-15,5",33,"26,07","17,61","1,819148936",2026-05-05 12:00:00,15,015_15.5
-16,"32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,15,015_16.0
"-16,5",32,"26,07","17,61","1,700945626",2026-05-05 12:00:00,15,015_16.5
-17,"31,5","26,07","17,61","1,641843972",2026-05-05 12:00:00,15,015_17.0
"-17,5",30,"26,07","17,61","1,464539007",2026-05-05 12:00:00,15,015_17.5
-18,28,"26,07","17,61","1,228132388",2026-05-05 12:00:00,15,015_18.0
"-18,5",26,"26,07","17,61","0,991725768",2026-05-05 12:00:00,15,015_18.5
-19,24,"26,07","17,61","0,755319149",2026-05-05 12:00:00,15,015_19.0
"-19,5","22,5","26,07","17,61","0,578014184",2026-05-05 12:00:00,15,015_19.5
-20,"21,5","26,07","17,61","0,459810875",2026-05-05 12:00:00,15,015_20.0
"-20,5","20,5","26,07","17,61","0,341607565",2026-05-05 12:00:00,15,015_20.5
-21,"19,5","26,07","17,61","0,223404255",2026-05-05 12:00:00,15,015_21.0
"-21,5","18,8","26,07","17,61","0,140661939",2026-05-05 12:00:00,15,015_21.5
-22,"18,2","26,07","17,61","0,069739953",2026-05-05 12:00:00,15,015_22.0
"-22,5","17,8","26,07","17,61","0,022458629",2026-05-05 12:00:00,15,015_22.5
-23,"17,6","26,07","17,61","-0,001182033",2026-05-05 12:00:00,15,015_23.0
"-23,5","17,6","26,07","17,61","-0,001182033",2026-05-05 12:00:00,15,015_23.5
-24,"17,6","26,07","17,61","-0,001182033",2026-05-05 12:00:00,15,015_24.0
"-24,5","17,6","26,07","17,61","-0,001182033",2026-05-05 12:00:00,15,015_24.5
-25,"17,6","26,07","17,61","-0,001182033",2026-05-05 12:00:00,15,015_25.0
