depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,25,"26,07","17,61","0,873522459",2026-05-05 12:00:00,50,050_0.0
"-0,5",27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,50,050_0.5
-1,29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,50,050_1.0
"-1,5",33,"26,07","17,61","1,819148936",2026-05-05 12:00:00,50,050_1.5
-2,"33,2","26,07","17,61","1,842789598",2026-05-05 12:00:00,50,050_2.0
"-2,5","33,4","26,07","17,61","1,86643026",2026-05-05 12:00:00,50,050_2.5
-3,"33,3","26,07","17,61","1,854609929",2026-05-05 12:00:00,50,050_3.0
"-3,5","33,5","26,07","17,61","1,878250591",2026-05-05 12:00:00,50,050_3.5
-4,"33,3","26,07","17,61","1,854609929",2026-05-05 12:00:00,50,050_4.0
"-4,5","32,8","26,07","17,61","1,795508274",2026-05-05 12:00:00,50,050_4.5
-5,32,"26,07","17,61","1,700945626",2026-05-05 12:00:00,50,050_5.0
"-5,5",31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,50,050_5.5
-6,30,"26,07","17,61","1,464539007",2026-05-05 12:00:00,50,050_6.0
"-6,5",29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,50,050_6.5
-7,"28,5","26,07","17,61","1,287234043",2026-05-05 12:00:00,50,050_7.0
"-7,5","28,2","26,07","17,61","1,25177305",2026-05-05 12:00:00,50,050_7.5
-8,"28,2","26,07","17,61","1,25177305",2026-05-05 12:00:00,50,050_8.0
"-8,5","28,8","26,07","17,61","1,322695035",2026-05-05 12:00:00,50,050_8.5
-9,"29,8","26,07","17,61","1,440898345",2026-05-05 12:00:00,50,050_9.0
"-9,5","30,8","26,07","17,61","1,559101655",2026-05-05 12:00:00,50,050_9.5
-10,"31,8","26,07","17,61","1,677304965",2026-05-05 12:00:00,50,050_10.0
"-10,5","32,8","26,07","17,61","1,795508274",2026-05-05 12:00:00,50,050_10.5
-11,"33,4","26,07","17,61","1,86643026",2026-05-05 12:00:00,50,050_11.0
"-11,5",34,"26,07","17,61","1,937352246",2026-05-05 12:00:00,50,050_11.5
-12,34,"26,07","17,61","1,937352246",2026-05-05 12:00:00,50,050_12.0
"-12,5","33,9","26,07","17,61","1,925531915",2026-05-05 12:00:00,50,050_12.5
-13,"33,7","26,07","17,61","1,901891253",2026-05-05 12:00:00,50,050_13.0
"-13,5","33,4","26,07","17,61","1,86643026",2026-05-05 12:00:00,50,050_13.5
-14,33,"26,07","17,61","1,819148936",2026-05-05 12:00:00,50,050_14.0
"-14,5","32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,50,050_14.5
-15,32,"26,07","17,61","1,700945626",2026-05-05 12:00:00,50,050_15.0
"-15,5",31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,50,050_15.5
-16,"29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,50,050_16.0
"-16,5","27,5","26,07","17,61","1,169030733",2026-05-05 12:00:00,50,050_16.5
-17,"25,5","26,07","17,61","0,932624113",2026-05-05 12:00:00,50,050_17.0
"-17,5","23,5","26,07","17,61","0,696217494",2026-05-05 12:00:00,50,050_17.5
-18,"22,3","26,07","17,61","0,554373522",2026-05-05 12:00:00,50,050_18.0
"-18,5","21,2","26,07","17,61","0,424349882",2026-05-05 12:00:00,50,050_18.5
-19,"20,2","26,07","17,61","0,306146572",2026-05-05 12:00:00,50,050_19.0
"-19,5","19,3","26,07","17,61","0,199763593",2026-05-05 12:00:00,50,050_19.5
-20,"18,7","26,07","17,61","0,128841608",2026-05-05 12:00:00,50,050_20.0
"-20,5","18,2","26,07","17,61","0,069739953",2026-05-05 12:00:00,50,050_20.5
-21,"17,9","26,07","17,61","0,03427896",2026-05-05 12:00:00,50,050_21.0
"-21,5","17,7","26,07","17,61","0,010638298",2026-05-05 12:00:00,50,050_21.5
-22,"17,6","26,07","17,61","-0,001182033",2026-05-05 12:00:00,50,050_22.0
"-22,5","17,6","26,07","17,61","-0,001182033",2026-05-05 12:00:00,50,050_22.5
-23,"17,6","26,07","17,61","-0,001182033",2026-05-05 12:00:00,50,050_23.0
"-23,5","17,6","26,07","17,61","-0,001182033",2026-05-05 12:00:00,50,050_23.5
-24,"17,6","26,07","17,61","-0,001182033",2026-05-05 12:00:00,50,050_24.0
"-24,5","17,6","26,07","17,61","-0,001182033",2026-05-05 12:00:00,50,050_24.5
-25,"17,6","26,07","17,61","-0,001182033",2026-05-05 12:00:00,50,050_25.0
