depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,25,"32,04","21,25","0,347544022",2026-05-05 12:00:00,14,014_0.0
"-0,5",28,"32,04","21,25","0,62557924",2026-05-05 12:00:00,14,014_0.5
-1,30,"32,04","21,25","0,810936052",2026-05-05 12:00:00,14,014_1.0
"-1,5",32,"32,04","21,25","0,996292864",2026-05-05 12:00:00,14,014_1.5
-2,33,"32,04","21,25","1,08897127",2026-05-05 12:00:00,14,014_2.0
"-2,5",34,"32,04","21,25","1,181649676",2026-05-05 12:00:00,14,014_2.5
-3,35,"32,04","21,25","1,274328082",2026-05-05 12:00:00,14,014_3.0
"-3,5",35,"32,04","21,25","1,274328082",2026-05-05 12:00:00,14,014_3.5
-4,"34,5","32,04","21,25","1,227988879",2026-05-05 12:00:00,14,014_4.0
"-4,5",34,"32,04","21,25","1,181649676",2026-05-05 12:00:00,14,014_4.5
-5,"33,5","32,04","21,25","1,135310473",2026-05-05 12:00:00,14,014_5.0
"-5,5",33,"32,04","21,25","1,08897127",2026-05-05 12:00:00,14,014_5.5
-6,"33,5","32,04","21,25","1,135310473",2026-05-05 12:00:00,14,014_6.0
"-6,5",34,"32,04","21,25","1,181649676",2026-05-05 12:00:00,14,014_6.5
-7,35,"32,04","21,25","1,274328082",2026-05-05 12:00:00,14,014_7.0
"-7,5",36,"32,04","21,25","1,367006487",2026-05-05 12:00:00,14,014_7.5
-8,36,"32,04","21,25","1,367006487",2026-05-05 12:00:00,14,014_8.0
"-8,5","35,5","32,04","21,25","1,320667285",2026-05-05 12:00:00,14,014_8.5
-9,35,"32,04","21,25","1,274328082",2026-05-05 12:00:00,14,014_9.0
"-9,5","34,5","32,04","21,25","1,227988879",2026-05-05 12:00:00,14,014_9.5
-10,34,"32,04","21,25","1,181649676",2026-05-05 12:00:00,14,014_10.0
"-10,5","33,5","32,04","21,25","1,135310473",2026-05-05 12:00:00,14,014_10.5
-11,33,"32,04","21,25","1,08897127",2026-05-05 12:00:00,14,014_11.0
"-11,5",31,"32,04","21,25","0,903614458",2026-05-05 12:00:00,14,014_11.5
-12,29,"32,04","21,25","0,718257646",2026-05-05 12:00:00,14,014_12.0
"-12,5",27,"32,04","21,25","0,532900834",2026-05-05 12:00:00,14,014_12.5
-13,25,"32,04","21,25","0,347544022",2026-05-05 12:00:00,14,014_13.0
"-13,5",23,"32,04","21,25","0,16218721",2026-05-05 12:00:00,14,014_13.5
-14,21,"32,04","21,25","-0,023169601",2026-05-05 12:00:00,14,014_14.0
"-14,5",20,"32,04","21,25","-0,115848007",2026-05-05 12:00:00,14,014_14.5
-15,19,"32,04","21,25","-0,208526413",2026-05-05 12:00:00,14,014_15.0
"-15,5","18,5","32,04","21,25","-0,254865616",2026-05-05 12:00:00,14,014_15.5
-16,18,"32,04","21,25","-0,301204819",2026-05-05 12:00:00,14,014_16.0
"-16,5","17,8","32,04","21,25","-0,3197405",2026-05-05 12:00:00,14,014_16.5
-17,"17,6","32,04","21,25","-0,338276182",2026-05-05 12:00:00,14,014_17.0
"-17,5","17,5","32,04","21,25","-0,347544022",2026-05-05 12:00:00,14,014_17.5
-18,"17,4","32,04","21,25","-0,356811863",2026-05-05 12:00:00,14,014_18.0
"-18,5","17,3","32,04","21,25","-0,366079703",2026-05-05 12:00:00,14,014_18.5
-19,"17,2","32,04","21,25","-0,375347544",2026-05-05 12:00:00,14,014_19.0
"-19,5","17,1","32,04","21,25","-0,384615385",2026-05-05 12:00:00,14,014_19.5
-20,17,"32,04","21,25","-0,393883225",2026-05-05 12:00:00,14,014_20.0
"-20,5","16,9","32,04","21,25","-0,403151066",2026-05-05 12:00:00,14,014_20.5
-21,"16,8","32,04","21,25","-0,412418906",2026-05-05 12:00:00,14,014_21.0
"-21,5","16,7","32,04","21,25","-0,421686747",2026-05-05 12:00:00,14,014_21.5
-22,"16,6","32,04","21,25","-0,430954588",2026-05-05 12:00:00,14,014_22.0
"-22,5","16,5","32,04","21,25","-0,440222428",2026-05-05 12:00:00,14,014_22.5
-23,"16,4","32,04","21,25","-0,449490269",2026-05-05 12:00:00,14,014_23.0
"-23,5","16,3","32,04","21,25","-0,458758109",2026-05-05 12:00:00,14,014_23.5
-24,"16,2","32,04","21,25","-0,46802595",2026-05-05 12:00:00,14,014_24.0
"-24,5","16,1","32,04","21,25","-0,477293791",2026-05-05 12:00:00,14,014_24.5
-25,16,"32,04","21,25","-0,486561631",2026-05-05 12:00:00,14,014_25.0
