depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,22,"26,07","17,61","0,51891253",2026-05-05 12:00:00,21,021_0.0
"-0,5",23,"26,07","17,61","0,637115839",2026-05-05 12:00:00,21,021_0.5
-1,24,"26,07","17,61","0,755319149",2026-05-05 12:00:00,21,021_1.0
"-1,5",26,"26,07","17,61","0,991725768",2026-05-05 12:00:00,21,021_1.5
-2,31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,21,021_2.0
"-2,5",33,"26,07","17,61","1,819148936",2026-05-05 12:00:00,21,021_2.5
-3,34,"26,07","17,61","1,937352246",2026-05-05 12:00:00,21,021_3.0
"-3,5","33,5","26,07","17,61","1,878250591",2026-05-05 12:00:00,21,021_3.5
-4,33,"26,07","17,61","1,819148936",2026-05-05 12:00:00,21,021_4.0
"-4,5","32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_4.5
-5,"31,5","26,07","17,61","1,641843972",2026-05-05 12:00:00,21,021_5.0
"-5,5","30,5","26,07","17,61","1,523640662",2026-05-05 12:00:00,21,021_5.5
-6,"29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,21,021_6.0
"-6,5","28,7","26,07","17,61","1,310874704",2026-05-05 12:00:00,21,021_6.5
-7,28,"26,07","17,61","1,228132388",2026-05-05 12:00:00,21,021_7.0
"-7,5","28,5","26,07","17,61","1,287234043",2026-05-05 12:00:00,21,021_7.5
-8,29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,21,021_8.0
"-8,5",30,"26,07","17,61","1,464539007",2026-05-05 12:00:00,21,021_8.5
-9,31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,21,021_9.0
"-9,5",32,"26,07","17,61","1,700945626",2026-05-05 12:00:00,21,021_9.5
-10,33,"26,07","17,61","1,819148936",2026-05-05 12:00:00,21,021_10.0
"-10,5","33,5","26,07","17,61","1,878250591",2026-05-05 12:00:00,21,021_10.5
-11,34,"26,07","17,61","1,937352246",2026-05-05 12:00:00,21,021_11.0
"-11,5",34,"26,07","17,61","1,937352246",2026-05-05 12:00:00,21,021_11.5
-12,34,"26,07","17,61","1,937352246",2026-05-05 12:00:00,21,021_12.0
"-12,5","33,8","26,07","17,61","1,913711584",2026-05-05 12:00:00,21,021_12.5
-13,"33,5","26,07","17,61","1,878250591",2026-05-05 12:00:00,21,021_13.0
"-13,5",33,"26,07","17,61","1,819148936",2026-05-05 12:00:00,21,021_13.5
-14,"32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_14.0
"-14,5","32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_14.5
-15,"32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_15.0
"-15,5","32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_15.5
-16,"32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_16.0
"-16,5","32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_16.5
-17,"32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_17.0
"-17,5","32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_17.5
-18,"32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_18.0
"-18,5","32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_18.5
-19,"32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_19.0
"-19,5","32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_19.5
-20,"32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_20.0
"-20,5","32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_20.5
-21,"32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_21.0
"-21,5","32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_21.5
-22,"32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_22.0
"-22,5","32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_22.5
-23,"32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_23.0
"-23,5","32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_23.5
-24,"32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_24.0
"-24,5","32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_24.5
-25,"32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,21,021_25.0
