depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,"16,5","31,77","21,91","-0,548681542",2026-05-05 12:00:00,42,042_0.0
"-0,5","16,8","31,77","21,91","-0,518255578",2026-05-05 12:00:00,42,042_0.5
-1,"17,5","31,77","21,91","-0,447261663",2026-05-05 12:00:00,42,042_1.0
"-1,5",24,"31,77","21,91","0,211967546",2026-05-05 12:00:00,42,042_1.5
-2,"32,5","31,77","21,91","1,074036511",2026-05-05 12:00:00,42,042_2.0
"-2,5",35,"31,77","21,91","1,327586207",2026-05-05 12:00:00,42,042_2.5
-3,"36,5","31,77","21,91","1,479716024",2026-05-05 12:00:00,42,042_3.0
"-3,5","37,5","31,77","21,91","1,581135903",2026-05-05 12:00:00,42,042_3.5
-4,38,"31,77","21,91","1,631845842",2026-05-05 12:00:00,42,042_4.0
"-4,5","37,5","31,77","21,91","1,581135903",2026-05-05 12:00:00,42,042_4.5
-5,37,"31,77","21,91","1,530425963",2026-05-05 12:00:00,42,042_5.0
"-5,5",36,"31,77","21,91","1,429006085",2026-05-05 12:00:00,42,042_5.5
-6,35,"31,77","21,91","1,327586207",2026-05-05 12:00:00,42,042_6.0
"-6,5","33,5","31,77","21,91","1,175456389",2026-05-05 12:00:00,42,042_6.5
-7,32,"31,77","21,91","1,023326572",2026-05-05 12:00:00,42,042_7.0
"-7,5","30,5","31,77","21,91","0,871196755",2026-05-05 12:00:00,42,042_7.5
-8,29,"31,77","21,91","0,719066937",2026-05-05 12:00:00,42,042_8.0
"-8,5",28,"31,77","21,91","0,617647059",2026-05-05 12:00:00,42,042_8.5
-9,29,"31,77","21,91","0,719066937",2026-05-05 12:00:00,42,042_9.0
"-9,5","31,5","31,77","21,91","0,972616633",2026-05-05 12:00:00,42,042_9.5
-10,"34,5","31,77","21,91","1,276876268",2026-05-05 12:00:00,42,042_10.0
"-10,5","36,5","31,77","21,91","1,479716024",2026-05-05 12:00:00,42,042_10.5
-11,"37,5","31,77","21,91","1,581135903",2026-05-05 12:00:00,42,042_11.0
"-11,5","39,5","31,77","21,91","1,783975659",2026-05-05 12:00:00,42,042_11.5
-12,41,"31,77","21,91","1,936105477",2026-05-05 12:00:00,42,042_12.0
"-12,5",42,"31,77","21,91","2,037525355",2026-05-05 12:00:00,42,042_12.5
-13,"42,5","31,77","21,91","2,088235294",2026-05-05 12:00:00,42,042_13.0
"-13,5",42,"31,77","21,91","2,037525355",2026-05-05 12:00:00,42,042_13.5
-14,41,"31,77","21,91","1,936105477",2026-05-05 12:00:00,42,042_14.0
"-14,5","39,5","31,77","21,91","1,783975659",2026-05-05 12:00:00,42,042_14.5
-15,"37,5","31,77","21,91","1,581135903",2026-05-05 12:00:00,42,042_15.0
"-15,5","35,5","31,77","21,91","1,378296146",2026-05-05 12:00:00,42,042_15.5
-16,"34,5","31,77","21,91","1,276876268",2026-05-05 12:00:00,42,042_16.0
"-16,5","33,8","31,77","21,91","1,205882353",2026-05-05 12:00:00,42,042_16.5
-17,"33,5","31,77","21,91","1,175456389",2026-05-05 12:00:00,42,042_17.0
"-17,5","33,5","31,77","21,91","1,175456389",2026-05-05 12:00:00,42,042_17.5
-18,"33,5","31,77","21,91","1,175456389",2026-05-05 12:00:00,42,042_18.0
"-18,5","33,5","31,77","21,91","1,175456389",2026-05-05 12:00:00,42,042_18.5
-19,"33,5","31,77","21,91","1,175456389",2026-05-05 12:00:00,42,042_19.0
"-19,5","33,5","31,77","21,91","1,175456389",2026-05-05 12:00:00,42,042_19.5
-20,"33,4","31,77","21,91","1,165314402",2026-05-05 12:00:00,42,042_20.0
"-20,5","33,4","31,77","21,91","1,165314402",2026-05-05 12:00:00,42,042_20.5
-21,"33,4","31,77","21,91","1,165314402",2026-05-05 12:00:00,42,042_21.0
"-21,5","33,4","31,77","21,91","1,165314402",2026-05-05 12:00:00,42,042_21.5
-22,"33,4","31,77","21,91","1,165314402",2026-05-05 12:00:00,42,042_22.0
"-22,5","33,3","31,77","21,91","1,155172414",2026-05-05 12:00:00,42,042_22.5
-23,"33,3","31,77","21,91","1,155172414",2026-05-05 12:00:00,42,042_23.0
"-23,5","33,3","31,77","21,91","1,155172414",2026-05-05 12:00:00,42,042_23.5
-24,"33,2","31,77","21,91","1,145030426",2026-05-05 12:00:00,42,042_24.0
"-24,5","33,2","31,77","21,91","1,145030426",2026-05-05 12:00:00,42,042_24.5
-25,"33,2","31,77","21,91","1,145030426",2026-05-05 12:00:00,42,042_25.0
