depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,"16,5","25,29","18,14","-0,229370629",2026-05-05 12:00:00,18,018_0.0
"-0,5","16,8","25,29","18,14","-0,187412587",2026-05-05 12:00:00,18,018_0.5
-1,"17,2","25,29","18,14","-0,131468531",2026-05-05 12:00:00,18,018_1.0
"-1,5","21,5","25,29","18,14","0,46993007",2026-05-05 12:00:00,18,018_1.5
-2,"25,5","25,29","18,14","1,029370629",2026-05-05 12:00:00,18,018_2.0
"-2,5",28,"25,29","18,14","1,379020979",2026-05-05 12:00:00,18,018_2.5
-3,30,"25,29","18,14","1,658741259",2026-05-05 12:00:00,18,018_3.0
"-3,5","31,5","25,29","18,14","1,868531469",2026-05-05 12:00:00,18,018_3.5
-4,"32,5","25,29","18,14","2,008391608",2026-05-05 12:00:00,18,018_4.0
"-4,5",32,"25,29","18,14","1,938461538",2026-05-05 12:00:00,18,018_4.5
-5,"31,5","25,29","18,14","1,868531469",2026-05-05 12:00:00,18,018_5.0
"-5,5","30,5","25,29","18,14","1,728671329",2026-05-05 12:00:00,18,018_5.5
-6,"29,5","25,29","18,14","1,588811189",2026-05-05 12:00:00,18,018_6.0
"-6,5","28,5","25,29","18,14","1,448951049",2026-05-05 12:00:00,18,018_6.5
-7,27,"25,29","18,14","1,239160839",2026-05-05 12:00:00,18,018_7.0
"-7,5",26,"25,29","18,14","1,099300699",2026-05-05 12:00:00,18,018_7.5
-8,25,"25,29","18,14","0,959440559",2026-05-05 12:00:00,18,018_8.0
"-8,5","24,5","25,29","18,14","0,88951049",2026-05-05 12:00:00,18,018_8.5
-9,"25,5","25,29","18,14","1,029370629",2026-05-05 12:00:00,18,018_9.0
"-9,5","27,5","25,29","18,14","1,309090909",2026-05-05 12:00:00,18,018_9.5
-10,"29,5","25,29","18,14","1,588811189",2026-05-05 12:00:00,18,018_10.0
"-10,5",31,"25,29","18,14","1,798601399",2026-05-05 12:00:00,18,018_10.5
-11,32,"25,29","18,14","1,938461538",2026-05-05 12:00:00,18,018_11.0
"-11,5","32,5","25,29","18,14","2,008391608",2026-05-05 12:00:00,18,018_11.5
-12,32,"25,29","18,14","1,938461538",2026-05-05 12:00:00,18,018_12.0
"-12,5",31,"25,29","18,14","1,798601399",2026-05-05 12:00:00,18,018_12.5
-13,"29,5","25,29","18,14","1,588811189",2026-05-05 12:00:00,18,018_13.0
"-13,5",28,"25,29","18,14","1,379020979",2026-05-05 12:00:00,18,018_13.5
-14,26,"25,29","18,14","1,099300699",2026-05-05 12:00:00,18,018_14.0
"-14,5",24,"25,29","18,14","0,81958042",2026-05-05 12:00:00,18,018_14.5
-15,22,"25,29","18,14","0,53986014",2026-05-05 12:00:00,18,018_15.0
"-15,5","20,5","25,29","18,14","0,33006993",2026-05-05 12:00:00,18,018_15.5
-16,"19,5","25,29","18,14","0,19020979",2026-05-05 12:00:00,18,018_16.0
"-16,5",19,"25,29","18,14","0,12027972",2026-05-05 12:00:00,18,018_16.5
-17,"18,7","25,29","18,14","0,078321678",2026-05-05 12:00:00,18,018_17.0
"-17,5","18,5","25,29","18,14","0,05034965",2026-05-05 12:00:00,18,018_17.5
-18,"18,3","25,29","18,14","0,022377622",2026-05-05 12:00:00,18,018_18.0
"-18,5","18,2","25,29","18,14","0,008391608",2026-05-05 12:00:00,18,018_18.5
-19,"18,2","25,29","18,14","0,008391608",2026-05-05 12:00:00,18,018_19.0
"-19,5","18,2","25,29","18,14","0,008391608",2026-05-05 12:00:00,18,018_19.5
-20,"18,2","25,29","18,14","0,008391608",2026-05-05 12:00:00,18,018_20.0
"-20,5","18,2","25,29","18,14","0,008391608",2026-05-05 12:00:00,18,018_20.5
-21,"18,2","25,29","18,14","0,008391608",2026-05-05 12:00:00,18,018_21.0
"-21,5","18,2","25,29","18,14","0,008391608",2026-05-05 12:00:00,18,018_21.5
-22,"18,2","25,29","18,14","0,008391608",2026-05-05 12:00:00,18,018_22.0
"-22,5","18,2","25,29","18,14","0,008391608",2026-05-05 12:00:00,18,018_22.5
-23,"18,2","25,29","18,14","0,008391608",2026-05-05 12:00:00,18,018_23.0
"-23,5","18,2","25,29","18,14","0,008391608",2026-05-05 12:00:00,18,018_23.5
-24,"18,2","25,29","18,14","0,008391608",2026-05-05 12:00:00,18,018_24.0
"-24,5","18,2","25,29","18,14","0,008391608",2026-05-05 12:00:00,18,018_24.5
-25,"13,5","25,29","18,14","-0,648951049",2026-05-05 12:00:00,18,018_25.0
