depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,"42,5","27,99","21,33","3,178678679",2026-05-05 12:00:00,11,011_0.0
"-0,5","36,5","27,99","21,33","2,277777778",2026-05-05 12:00:00,11,011_0.5
-1,"31,5","27,99","21,33","1,527027027",2026-05-05 12:00:00,11,011_1.0
"-1,5",29,"27,99","21,33","1,151651652",2026-05-05 12:00:00,11,011_1.5
-2,"29,5","27,99","21,33","1,226726727",2026-05-05 12:00:00,11,011_2.0
"-2,5",30,"27,99","21,33","1,301801802",2026-05-05 12:00:00,11,011_2.5
-3,"30,5","27,99","21,33","1,376876877",2026-05-05 12:00:00,11,011_3.0
"-3,5",31,"27,99","21,33","1,451951952",2026-05-05 12:00:00,11,011_3.5
-4,"31,5","27,99","21,33","1,527027027",2026-05-05 12:00:00,11,011_4.0
"-4,5",31,"27,99","21,33","1,451951952",2026-05-05 12:00:00,11,011_4.5
-5,"30,5","27,99","21,33","1,376876877",2026-05-05 12:00:00,11,011_5.0
"-5,5",30,"27,99","21,33","1,301801802",2026-05-05 12:00:00,11,011_5.5
-6,"29,5","27,99","21,33","1,226726727",2026-05-05 12:00:00,11,011_6.0
"-6,5",29,"27,99","21,33","1,151651652",2026-05-05 12:00:00,11,011_6.5
-7,"28,5","27,99","21,33","1,076576577",2026-05-05 12:00:00,11,011_7.0
"-7,5",29,"27,99","21,33","1,151651652",2026-05-05 12:00:00,11,011_7.5
-8,30,"27,99","21,33","1,301801802",2026-05-05 12:00:00,11,011_8.0
"-8,5",31,"27,99","21,33","1,451951952",2026-05-05 12:00:00,11,011_8.5
-9,32,"27,99","21,33","1,602102102",2026-05-05 12:00:00,11,011_9.0
"-9,5","32,5","27,99","21,33","1,677177177",2026-05-05 12:00:00,11,011_9.5
-10,"32,5","27,99","21,33","1,677177177",2026-05-05 12:00:00,11,011_10.0
"-10,5",32,"27,99","21,33","1,602102102",2026-05-05 12:00:00,11,011_10.5
-11,"31,5","27,99","21,33","1,527027027",2026-05-05 12:00:00,11,011_11.0
"-11,5",31,"27,99","21,33","1,451951952",2026-05-05 12:00:00,11,011_11.5
-12,"30,5","27,99","21,33","1,376876877",2026-05-05 12:00:00,11,011_12.0
"-12,5",30,"27,99","21,33","1,301801802",2026-05-05 12:00:00,11,011_12.5
-13,"29,5","27,99","21,33","1,226726727",2026-05-05 12:00:00,11,011_13.0
"-13,5","28,5","27,99","21,33","1,076576577",2026-05-05 12:00:00,11,011_13.5
-14,27,"27,99","21,33","0,851351351",2026-05-05 12:00:00,11,011_14.0
"-14,5",26,"27,99","21,33","0,701201201",2026-05-05 12:00:00,11,011_14.5
-15,25,"27,99","21,33","0,551051051",2026-05-05 12:00:00,11,011_15.0
"-15,5",24,"27,99","21,33","0,400900901",2026-05-05 12:00:00,11,011_15.5
-16,23,"27,99","21,33","0,250750751",2026-05-05 12:00:00,11,011_16.0
"-16,5",22,"27,99","21,33","0,100600601",2026-05-05 12:00:00,11,011_16.5
-17,"21,5","27,99","21,33","0,025525526",2026-05-05 12:00:00,11,011_17.0
"-17,5","21,2","27,99","21,33","-0,01951952",2026-05-05 12:00:00,11,011_17.5
-18,21,"27,99","21,33","-0,04954955",2026-05-05 12:00:00,11,011_18.0
"-18,5","20,8","27,99","21,33","-0,07957958",2026-05-05 12:00:00,11,011_18.5
-19,"20,6","27,99","21,33","-0,10960961",2026-05-05 12:00:00,11,011_19.0
"-19,5","20,5","27,99","21,33","-0,124624625",2026-05-05 12:00:00,11,011_19.5
-20,"20,4","27,99","21,33","-0,13963964",2026-05-05 12:00:00,11,011_20.0
"-20,5","20,3","27,99","21,33","-0,154654655",2026-05-05 12:00:00,11,011_20.5
-21,"20,2","27,99","21,33","-0,16966967",2026-05-05 12:00:00,11,011_21.0
"-21,5","20,1","27,99","21,33","-0,184684685",2026-05-05 12:00:00,11,011_21.5
-22,20,"27,99","21,33","-0,1996997",2026-05-05 12:00:00,11,011_22.0
"-22,5","19,9","27,99","21,33","-0,214714715",2026-05-05 12:00:00,11,011_22.5
-23,"19,8","27,99","21,33","-0,22972973",2026-05-05 12:00:00,11,011_23.0
"-23,5","19,7","27,99","21,33","-0,244744745",2026-05-05 12:00:00,11,011_23.5
-24,"19,6","27,99","21,33","-0,25975976",2026-05-05 12:00:00,11,011_24.0
"-24,5","19,5","27,99","21,33","-0,274774775",2026-05-05 12:00:00,11,011_24.5
-25,"22,8","27,99","21,33","0,220720721",2026-05-05 12:00:00,11,011_25.0
