depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,"19,5","33,25","21,53","-0,173208191",2026-05-05 12:00:00,40,040_0.0
"-0,5",21,"33,25","21,53","-0,045221843",2026-05-05 12:00:00,40,040_0.5
-1,"24,5","33,25","21,53","0,253412969",2026-05-05 12:00:00,40,040_1.0
"-1,5","29,5","33,25","21,53","0,68003413",2026-05-05 12:00:00,40,040_1.5
-2,34,"33,25","21,53","1,063993174",2026-05-05 12:00:00,40,040_2.0
"-2,5","37,5","33,25","21,53","1,362627986",2026-05-05 12:00:00,40,040_2.5
-3,"39,5","33,25","21,53","1,533276451",2026-05-05 12:00:00,40,040_3.0
"-3,5","40,5","33,25","21,53","1,618600683",2026-05-05 12:00:00,40,040_3.5
-4,41,"33,25","21,53","1,661262799",2026-05-05 12:00:00,40,040_4.0
"-4,5","40,5","33,25","21,53","1,618600683",2026-05-05 12:00:00,40,040_4.5
-5,"39,5","33,25","21,53","1,533276451",2026-05-05 12:00:00,40,040_5.0
"-5,5",38,"33,25","21,53","1,405290102",2026-05-05 12:00:00,40,040_5.5
-6,"35,5","33,25","21,53","1,191979522",2026-05-05 12:00:00,40,040_6.0
"-6,5",33,"33,25","21,53","0,978668942",2026-05-05 12:00:00,40,040_6.5
-7,"30,5","33,25","21,53","0,765358362",2026-05-05 12:00:00,40,040_7.0
"-7,5",28,"33,25","21,53","0,552047782",2026-05-05 12:00:00,40,040_7.5
-8,26,"33,25","21,53","0,381399317",2026-05-05 12:00:00,40,040_8.0
"-8,5","24,5","33,25","21,53","0,253412969",2026-05-05 12:00:00,40,040_8.5
-9,"23,5","33,25","21,53","0,168088737",2026-05-05 12:00:00,40,040_9.0
"-9,5",23,"33,25","21,53","0,125426621",2026-05-05 12:00:00,40,040_9.5
-10,"22,8","33,25","21,53","0,108361775",2026-05-05 12:00:00,40,040_10.0
"-10,5","22,8","33,25","21,53","0,108361775",2026-05-05 12:00:00,40,040_10.5
-11,23,"33,25","21,53","0,125426621",2026-05-05 12:00:00,40,040_11.0
"-11,5",24,"33,25","21,53","0,210750853",2026-05-05 12:00:00,40,040_11.5
-12,"25,5","33,25","21,53","0,338737201",2026-05-05 12:00:00,40,040_12.0
"-12,5","27,5","33,25","21,53","0,509385666",2026-05-05 12:00:00,40,040_12.5
-13,30,"33,25","21,53","0,722696246",2026-05-05 12:00:00,40,040_13.0
"-13,5",33,"33,25","21,53","0,978668942",2026-05-05 12:00:00,40,040_13.5
-14,"35,5","33,25","21,53","1,191979522",2026-05-05 12:00:00,40,040_14.0
"-14,5",37,"33,25","21,53","1,31996587",2026-05-05 12:00:00,40,040_14.5
-15,38,"33,25","21,53","1,405290102",2026-05-05 12:00:00,40,040_15.0
"-15,5","38,5","33,25","21,53","1,447952218",2026-05-05 12:00:00,40,040_15.5
-16,38,"33,25","21,53","1,405290102",2026-05-05 12:00:00,40,040_16.0
"-16,5",37,"33,25","21,53","1,31996587",2026-05-05 12:00:00,40,040_16.5
-17,"35,5","33,25","21,53","1,191979522",2026-05-05 12:00:00,40,040_17.0
"-17,5",34,"33,25","21,53","1,063993174",2026-05-05 12:00:00,40,040_17.5
-18,"32,5","33,25","21,53","0,936006826",2026-05-05 12:00:00,40,040_18.0
"-18,5",31,"33,25","21,53","0,808020478",2026-05-05 12:00:00,40,040_18.5
-19,"29,5","33,25","21,53","0,68003413",2026-05-05 12:00:00,40,040_19.0
"-19,5",28,"33,25","21,53","0,552047782",2026-05-05 12:00:00,40,040_19.5
-20,"26,5","33,25","21,53","0,424061433",2026-05-05 12:00:00,40,040_20.0
"-20,5",25,"33,25","21,53","0,296075085",2026-05-05 12:00:00,40,040_20.5
-21,"23,5","33,25","21,53","0,168088737",2026-05-05 12:00:00,40,040_21.0
"-21,5","22,5","33,25","21,53","0,082764505",2026-05-05 12:00:00,40,040_21.5
-22,"21,5","33,25","21,53","-0,002559727",2026-05-05 12:00:00,40,040_22.0
"-22,5","20,5","33,25","21,53","-0,087883959",2026-05-05 12:00:00,40,040_22.5
-23,"19,5","33,25","21,53","-0,173208191",2026-05-05 12:00:00,40,040_23.0
"-23,5","18,5","33,25","21,53","-0,258532423",2026-05-05 12:00:00,40,040_23.5
-24,"17,5","33,25","21,53","-0,343856655",2026-05-05 12:00:00,40,040_24.0
"-24,5","16,5","33,25","21,53","-0,429180887",2026-05-05 12:00:00,40,040_24.5
-25,"15,5","33,25","21,53","-0,514505119",2026-05-05 12:00:00,40,040_25.0
