depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,"21,5","31,43","20,17","0,118117229",2026-05-05 12:00:00,26,026_0.0
"-0,5","21,8","31,43","20,17","0,144760213",2026-05-05 12:00:00,26,026_0.5
-1,"22,2","31,43","20,17","0,180284192",2026-05-05 12:00:00,26,026_1.0
"-1,5",32,"31,43","20,17","1,05062167",2026-05-05 12:00:00,26,026_1.5
-2,"34,5","31,43","20,17","1,272646536",2026-05-05 12:00:00,26,026_2.0
"-2,5","36,5","31,43","20,17","1,45026643",2026-05-05 12:00:00,26,026_2.5
-3,38,"31,43","20,17","1,58348135",2026-05-05 12:00:00,26,026_3.0
"-3,5",39,"31,43","20,17","1,672291297",2026-05-05 12:00:00,26,026_3.5
-4,"39,5","31,43","20,17","1,71669627",2026-05-05 12:00:00,26,026_4.0
"-4,5",39,"31,43","20,17","1,672291297",2026-05-05 12:00:00,26,026_4.5
-5,"38,5","31,43","20,17","1,627886323",2026-05-05 12:00:00,26,026_5.0
"-5,5","37,5","31,43","20,17","1,539076377",2026-05-05 12:00:00,26,026_5.5
-6,"36,5","31,43","20,17","1,45026643",2026-05-05 12:00:00,26,026_6.0
"-6,5",35,"31,43","20,17","1,31705151",2026-05-05 12:00:00,26,026_6.5
-7,"33,5","31,43","20,17","1,18383659",2026-05-05 12:00:00,26,026_7.0
"-7,5",32,"31,43","20,17","1,05062167",2026-05-05 12:00:00,26,026_7.5
-8,"30,5","31,43","20,17","0,91740675",2026-05-05 12:00:00,26,026_8.0
"-8,5","29,5","31,43","20,17","0,828596803",2026-05-05 12:00:00,26,026_8.5
-9,"30,5","31,43","20,17","0,91740675",2026-05-05 12:00:00,26,026_9.0
"-9,5","33,5","31,43","20,17","1,18383659",2026-05-05 12:00:00,26,026_9.5
-10,"36,5","31,43","20,17","1,45026643",2026-05-05 12:00:00,26,026_10.0
"-10,5","38,5","31,43","20,17","1,627886323",2026-05-05 12:00:00,26,026_10.5
-11,40,"31,43","20,17","1,761101243",2026-05-05 12:00:00,26,026_11.0
"-11,5",41,"31,43","20,17","1,84991119",2026-05-05 12:00:00,26,026_11.5
-12,"41,5","31,43","20,17","1,894316163",2026-05-05 12:00:00,26,026_12.0
"-12,5",41,"31,43","20,17","1,84991119",2026-05-05 12:00:00,26,026_12.5
-13,40,"31,43","20,17","1,761101243",2026-05-05 12:00:00,26,026_13.0
"-13,5","38,5","31,43","20,17","1,627886323",2026-05-05 12:00:00,26,026_13.5
-14,"36,5","31,43","20,17","1,45026643",2026-05-05 12:00:00,26,026_14.0
"-14,5","34,5","31,43","20,17","1,272646536",2026-05-05 12:00:00,26,026_14.5
-15,33,"31,43","20,17","1,139431616",2026-05-05 12:00:00,26,026_15.0
"-15,5","31,5","31,43","20,17","1,006216696",2026-05-05 12:00:00,26,026_15.5
-16,"30,5","31,43","20,17","0,91740675",2026-05-05 12:00:00,26,026_16.0
"-16,5",30,"31,43","20,17","0,873001776",2026-05-05 12:00:00,26,026_16.5
-17,"29,5","31,43","20,17","0,828596803",2026-05-05 12:00:00,26,026_17.0
"-17,5","29,2","31,43","20,17","0,801953819",2026-05-05 12:00:00,26,026_17.5
-18,29,"31,43","20,17","0,784191829",2026-05-05 12:00:00,26,026_18.0
"-18,5",29,"31,43","20,17","0,784191829",2026-05-05 12:00:00,26,026_18.5
-19,29,"31,43","20,17","0,784191829",2026-05-05 12:00:00,26,026_19.0
"-19,5",29,"31,43","20,17","0,784191829",2026-05-05 12:00:00,26,026_19.5
-20,29,"31,43","20,17","0,784191829",2026-05-05 12:00:00,26,026_20.0
"-20,5",29,"31,43","20,17","0,784191829",2026-05-05 12:00:00,26,026_20.5
-21,29,"31,43","20,17","0,784191829",2026-05-05 12:00:00,26,026_21.0
"-21,5",29,"31,43","20,17","0,784191829",2026-05-05 12:00:00,26,026_21.5
-22,29,"31,43","20,17","0,784191829",2026-05-05 12:00:00,26,026_22.0
"-22,5",29,"31,43","20,17","0,784191829",2026-05-05 12:00:00,26,026_22.5
-23,29,"31,43","20,17","0,784191829",2026-05-05 12:00:00,26,026_23.0
"-23,5",29,"31,43","20,17","0,784191829",2026-05-05 12:00:00,26,026_23.5
-24,29,"31,43","20,17","0,784191829",2026-05-05 12:00:00,26,026_24.0
"-24,5",29,"31,43","20,17","0,784191829",2026-05-05 12:00:00,26,026_24.5
-25,30,"31,43","20,17","0,873001776",2026-05-05 12:00:00,26,026_25.0
