depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,17,"28,63","19,27","-0,242521368",2026-05-05 12:00:00,25,025_0.0
"-0,5","17,2","28,63","19,27","-0,221153846",2026-05-05 12:00:00,25,025_0.5
-1,"17,5","28,63","19,27","-0,189102564",2026-05-05 12:00:00,25,025_1.0
"-1,5",22,"28,63","19,27","0,291666667",2026-05-05 12:00:00,25,025_1.5
-2,26,"28,63","19,27","0,719017094",2026-05-05 12:00:00,25,025_2.0
"-2,5",29,"28,63","19,27","1,039529915",2026-05-05 12:00:00,25,025_2.5
-3,31,"28,63","19,27","1,253205128",2026-05-05 12:00:00,25,025_3.0
"-3,5",32,"28,63","19,27","1,360042735",2026-05-05 12:00:00,25,025_3.5
-4,"32,5","28,63","19,27","1,413461538",2026-05-05 12:00:00,25,025_4.0
"-4,5",32,"28,63","19,27","1,360042735",2026-05-05 12:00:00,25,025_4.5
-5,"31,5","28,63","19,27","1,306623932",2026-05-05 12:00:00,25,025_5.0
"-5,5","30,5","28,63","19,27","1,199786325",2026-05-05 12:00:00,25,025_5.5
-6,"29,5","28,63","19,27","1,092948718",2026-05-05 12:00:00,25,025_6.0
"-6,5","28,5","28,63","19,27","0,986111111",2026-05-05 12:00:00,25,025_6.5
-7,27,"28,63","19,27","0,825854701",2026-05-05 12:00:00,25,025_7.0
"-7,5",26,"28,63","19,27","0,719017094",2026-05-05 12:00:00,25,025_7.5
-8,25,"28,63","19,27","0,612179487",2026-05-05 12:00:00,25,025_8.0
"-8,5","24,5","28,63","19,27","0,558760684",2026-05-05 12:00:00,25,025_8.5
-9,"25,5","28,63","19,27","0,665598291",2026-05-05 12:00:00,25,025_9.0
"-9,5","27,5","28,63","19,27","0,879273504",2026-05-05 12:00:00,25,025_9.5
-10,"29,5","28,63","19,27","1,092948718",2026-05-05 12:00:00,25,025_10.0
"-10,5",31,"28,63","19,27","1,253205128",2026-05-05 12:00:00,25,025_10.5
-11,32,"28,63","19,27","1,360042735",2026-05-05 12:00:00,25,025_11.0
"-11,5","32,5","28,63","19,27","1,413461538",2026-05-05 12:00:00,25,025_11.5
-12,32,"28,63","19,27","1,360042735",2026-05-05 12:00:00,25,025_12.0
"-12,5",31,"28,63","19,27","1,253205128",2026-05-05 12:00:00,25,025_12.5
-13,"29,5","28,63","19,27","1,092948718",2026-05-05 12:00:00,25,025_13.0
"-13,5",28,"28,63","19,27","0,932692308",2026-05-05 12:00:00,25,025_13.5
-14,26,"28,63","19,27","0,719017094",2026-05-05 12:00:00,25,025_14.0
"-14,5",24,"28,63","19,27","0,50534188",2026-05-05 12:00:00,25,025_14.5
-15,22,"28,63","19,27","0,291666667",2026-05-05 12:00:00,25,025_15.0
"-15,5","20,5","28,63","19,27","0,131410256",2026-05-05 12:00:00,25,025_15.5
-16,"19,5","28,63","19,27","0,02457265",2026-05-05 12:00:00,25,025_16.0
"-16,5","18,8","28,63","19,27","-0,050213675",2026-05-05 12:00:00,25,025_16.5
-17,"18,5","28,63","19,27","-0,082264957",2026-05-05 12:00:00,25,025_17.0
"-17,5","18,2","28,63","19,27","-0,114316239",2026-05-05 12:00:00,25,025_17.5
-18,18,"28,63","19,27","-0,135683761",2026-05-05 12:00:00,25,025_18.0
"-18,5",18,"28,63","19,27","-0,135683761",2026-05-05 12:00:00,25,025_18.5
-19,18,"28,63","19,27","-0,135683761",2026-05-05 12:00:00,25,025_19.0
"-19,5",18,"28,63","19,27","-0,135683761",2026-05-05 12:00:00,25,025_19.5
-20,18,"28,63","19,27","-0,135683761",2026-05-05 12:00:00,25,025_20.0
"-20,5",18,"28,63","19,27","-0,135683761",2026-05-05 12:00:00,25,025_20.5
-21,18,"28,63","19,27","-0,135683761",2026-05-05 12:00:00,25,025_21.0
"-21,5",18,"28,63","19,27","-0,135683761",2026-05-05 12:00:00,25,025_21.5
-22,18,"28,63","19,27","-0,135683761",2026-05-05 12:00:00,25,025_22.0
"-22,5",18,"28,63","19,27","-0,135683761",2026-05-05 12:00:00,25,025_22.5
-23,18,"28,63","19,27","-0,135683761",2026-05-05 12:00:00,25,025_23.0
"-23,5",18,"28,63","19,27","-0,135683761",2026-05-05 12:00:00,25,025_23.5
-24,18,"28,63","19,27","-0,135683761",2026-05-05 12:00:00,25,025_24.0
"-24,5",18,"28,63","19,27","-0,135683761",2026-05-05 12:00:00,25,025_24.5
-25,16,"28,63","19,27","-0,349358974",2026-05-05 12:00:00,25,025_25.0
