depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,23,"36,65","25,53","-0,227517986",2026-05-05 12:00:00,5,005_0.0
"-0,5","23,2","36,65","25,53","-0,209532374",2026-05-05 12:00:00,5,005_0.5
-1,"23,5","36,65","25,53","-0,182553957",2026-05-05 12:00:00,5,005_1.0
"-1,5","36,8","36,65","25,53","1,013489209",2026-05-05 12:00:00,5,005_1.5
-2,"37,8","36,65","25,53","1,103417266",2026-05-05 12:00:00,5,005_2.0
"-2,5","38,5","36,65","25,53","1,166366906",2026-05-05 12:00:00,5,005_2.5
-3,39,"36,65","25,53","1,211330935",2026-05-05 12:00:00,5,005_3.0
"-3,5","39,2","36,65","25,53","1,229316547",2026-05-05 12:00:00,5,005_3.5
-4,"39,3","36,65","25,53","1,238309353",2026-05-05 12:00:00,5,005_4.0
"-4,5",39,"36,65","25,53","1,211330935",2026-05-05 12:00:00,5,005_4.5
-5,"38,5","36,65","25,53","1,166366906",2026-05-05 12:00:00,5,005_5.0
"-5,5",38,"36,65","25,53","1,121402878",2026-05-05 12:00:00,5,005_5.5
-6,"37,5","36,65","25,53","1,076438849",2026-05-05 12:00:00,5,005_6.0
"-6,5","36,5","36,65","25,53","0,986510791",2026-05-05 12:00:00,5,005_6.5
-7,"35,5","36,65","25,53","0,896582734",2026-05-05 12:00:00,5,005_7.0
"-7,5","34,5","36,65","25,53","0,806654676",2026-05-05 12:00:00,5,005_7.5
-8,"33,5","36,65","25,53","0,716726619",2026-05-05 12:00:00,5,005_8.0
"-8,5",33,"36,65","25,53","0,67176259",2026-05-05 12:00:00,5,005_8.5
-9,"33,5","36,65","25,53","0,716726619",2026-05-05 12:00:00,5,005_9.0
"-9,5",35,"36,65","25,53","0,851618705",2026-05-05 12:00:00,5,005_9.5
-10,37,"36,65","25,53","1,03147482",2026-05-05 12:00:00,5,005_10.0
"-10,5","38,5","36,65","25,53","1,166366906",2026-05-05 12:00:00,5,005_10.5
-11,"39,5","36,65","25,53","1,256294964",2026-05-05 12:00:00,5,005_11.0
"-11,5",40,"36,65","25,53","1,301258993",2026-05-05 12:00:00,5,005_11.5
-12,"40,2","36,65","25,53","1,319244604",2026-05-05 12:00:00,5,005_12.0
"-12,5",40,"36,65","25,53","1,301258993",2026-05-05 12:00:00,5,005_12.5
-13,"39,5","36,65","25,53","1,256294964",2026-05-05 12:00:00,5,005_13.0
"-13,5","38,8","36,65","25,53","1,193345324",2026-05-05 12:00:00,5,005_13.5
-14,"37,5","36,65","25,53","1,076438849",2026-05-05 12:00:00,5,005_14.0
"-14,5","36,5","36,65","25,53","0,986510791",2026-05-05 12:00:00,5,005_14.5
-15,"35,5","36,65","25,53","0,896582734",2026-05-05 12:00:00,5,005_15.0
"-15,5","34,5","36,65","25,53","0,806654676",2026-05-05 12:00:00,5,005_15.5
-16,34,"36,65","25,53","0,761690647",2026-05-05 12:00:00,5,005_16.0
"-16,5","33,8","36,65","25,53","0,743705036",2026-05-05 12:00:00,5,005_16.5
-17,"33,6","36,65","25,53","0,725719424",2026-05-05 12:00:00,5,005_17.0
"-17,5","33,5","36,65","25,53","0,716726619",2026-05-05 12:00:00,5,005_17.5
-18,"33,4","36,65","25,53","0,707733813",2026-05-05 12:00:00,5,005_18.0
"-18,5","33,3","36,65","25,53","0,698741007",2026-05-05 12:00:00,5,005_18.5
-19,"33,2","36,65","25,53","0,689748201",2026-05-05 12:00:00,5,005_19.0
"-19,5","33,2","36,65","25,53","0,689748201",2026-05-05 12:00:00,5,005_19.5
-20,"33,2","36,65","25,53","0,689748201",2026-05-05 12:00:00,5,005_20.0
"-20,5","33,2","36,65","25,53","0,689748201",2026-05-05 12:00:00,5,005_20.5
-21,"33,2","36,65","25,53","0,689748201",2026-05-05 12:00:00,5,005_21.0
"-21,5","33,2","36,65","25,53","0,689748201",2026-05-05 12:00:00,5,005_21.5
-22,"33,2","36,65","25,53","0,689748201",2026-05-05 12:00:00,5,005_22.0
"-22,5","33,2","36,65","25,53","0,689748201",2026-05-05 12:00:00,5,005_22.5
-23,"33,2","36,65","25,53","0,689748201",2026-05-05 12:00:00,5,005_23.0
"-23,5","33,2","36,65","25,53","0,689748201",2026-05-05 12:00:00,5,005_23.5
-24,"33,2","36,65","25,53","0,689748201",2026-05-05 12:00:00,5,005_24.0
"-24,5","33,2","36,65","25,53","0,689748201",2026-05-05 12:00:00,5,005_24.5
-25,"33,2","36,65","25,53","0,689748201",2026-05-05 12:00:00,5,005_25.0
