depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,"18,5","29,43","21,06","-0,305854241",2026-05-05 12:00:00,2,002_0.0
"-0,5","18,7","29,43","21,06","-0,281959379",2026-05-05 12:00:00,2,002_0.5
-1,19,"29,43","21,06","-0,246117085",2026-05-05 12:00:00,2,002_1.0
"-1,5","24,5","29,43","21,06","0,410991637",2026-05-05 12:00:00,2,002_1.5
-2,"29,5","29,43","21,06","1,008363202",2026-05-05 12:00:00,2,002_2.0
"-2,5","30,5","29,43","21,06","1,127837515",2026-05-05 12:00:00,2,002_2.5
-3,31,"29,43","21,06","1,187574671",2026-05-05 12:00:00,2,002_3.0
"-3,5","31,2","29,43","21,06","1,211469534",2026-05-05 12:00:00,2,002_3.5
-4,"31,3","29,43","21,06","1,223416965",2026-05-05 12:00:00,2,002_4.0
"-4,5","31,2","29,43","21,06","1,211469534",2026-05-05 12:00:00,2,002_4.5
-5,31,"29,43","21,06","1,187574671",2026-05-05 12:00:00,2,002_5.0
"-5,5","30,5","29,43","21,06","1,127837515",2026-05-05 12:00:00,2,002_5.5
-6,30,"29,43","21,06","1,068100358",2026-05-05 12:00:00,2,002_6.0
"-6,5",29,"29,43","21,06","0,948626045",2026-05-05 12:00:00,2,002_6.5
-7,28,"29,43","21,06","0,829151732",2026-05-05 12:00:00,2,002_7.0
"-7,5",27,"29,43","21,06","0,709677419",2026-05-05 12:00:00,2,002_7.5
-8,26,"29,43","21,06","0,590203106",2026-05-05 12:00:00,2,002_8.0
"-8,5","25,5","29,43","21,06","0,53046595",2026-05-05 12:00:00,2,002_8.5
-9,26,"29,43","21,06","0,590203106",2026-05-05 12:00:00,2,002_9.0
"-9,5","27,5","29,43","21,06","0,769414576",2026-05-05 12:00:00,2,002_9.5
-10,"29,5","29,43","21,06","1,008363202",2026-05-05 12:00:00,2,002_10.0
"-10,5","30,8","29,43","21,06","1,163679809",2026-05-05 12:00:00,2,002_10.5
-11,"31,2","29,43","21,06","1,211469534",2026-05-05 12:00:00,2,002_11.0
"-11,5","31,5","29,43","21,06","1,247311828",2026-05-05 12:00:00,2,002_11.5
-12,"31,7","29,43","21,06","1,271206691",2026-05-05 12:00:00,2,002_12.0
"-12,5","31,5","29,43","21,06","1,247311828",2026-05-05 12:00:00,2,002_12.5
-13,31,"29,43","21,06","1,187574671",2026-05-05 12:00:00,2,002_13.0
"-13,5","30,2","29,43","21,06","1,091995221",2026-05-05 12:00:00,2,002_13.5
-14,29,"29,43","21,06","0,948626045",2026-05-05 12:00:00,2,002_14.0
"-14,5","27,8","29,43","21,06","0,80525687",2026-05-05 12:00:00,2,002_14.5
-15,"26,5","29,43","21,06","0,649940263",2026-05-05 12:00:00,2,002_15.0
"-15,5","25,5","29,43","21,06","0,53046595",2026-05-05 12:00:00,2,002_15.5
-16,"24,5","29,43","21,06","0,410991637",2026-05-05 12:00:00,2,002_16.0
"-16,5","23,5","29,43","21,06","0,291517324",2026-05-05 12:00:00,2,002_16.5
-17,"22,5","29,43","21,06","0,172043011",2026-05-05 12:00:00,2,002_17.0
"-17,5","21,5","29,43","21,06","0,052568698",2026-05-05 12:00:00,2,002_17.5
-18,"20,5","29,43","21,06","-0,066905615",2026-05-05 12:00:00,2,002_18.0
"-18,5","19,8","29,43","21,06","-0,150537634",2026-05-05 12:00:00,2,002_18.5
-19,19,"29,43","21,06","-0,246117085",2026-05-05 12:00:00,2,002_19.0
"-19,5","18,5","29,43","21,06","-0,305854241",2026-05-05 12:00:00,2,002_19.5
-20,18,"29,43","21,06","-0,365591398",2026-05-05 12:00:00,2,002_20.0
"-20,5","17,5","29,43","21,06","-0,425328554",2026-05-05 12:00:00,2,002_20.5
-21,17,"29,43","21,06","-0,485065711",2026-05-05 12:00:00,2,002_21.0
"-21,5","16,5","29,43","21,06","-0,544802867",2026-05-05 12:00:00,2,002_21.5
-22,16,"29,43","21,06","-0,604540024",2026-05-05 12:00:00,2,002_22.0
"-22,5","15,5","29,43","21,06","-0,66427718",2026-05-05 12:00:00,2,002_22.5
-23,15,"29,43","21,06","-0,724014337",2026-05-05 12:00:00,2,002_23.0
"-23,5","14,5","29,43","21,06","-0,783751493",2026-05-05 12:00:00,2,002_23.5
-24,14,"29,43","21,06","-0,84348865",2026-05-05 12:00:00,2,002_24.0
"-24,5","13,7","29,43","21,06","-0,879330944",2026-05-05 12:00:00,2,002_24.5
-25,"13,5","29,43","21,06","-0,903225806",2026-05-05 12:00:00,2,002_25.0
