depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,20,"24,5","17,51","0,356223176",2026-05-05 12:00:00,16,016_0.0
"-0,5","20,2","24,5","17,51","0,384835479",2026-05-05 12:00:00,16,016_0.5
-1,"20,5","24,5","17,51","0,427753934",2026-05-05 12:00:00,16,016_1.0
"-1,5","23,5","24,5","17,51","0,856938484",2026-05-05 12:00:00,16,016_1.5
-2,"25,5","24,5","17,51","1,143061516",2026-05-05 12:00:00,16,016_2.0
"-2,5",27,"24,5","17,51","1,357653791",2026-05-05 12:00:00,16,016_2.5
-3,28,"24,5","17,51","1,500715308",2026-05-05 12:00:00,16,016_3.0
"-3,5",29,"24,5","17,51","1,643776824",2026-05-05 12:00:00,16,016_3.5
-4,"29,5","24,5","17,51","1,715307582",2026-05-05 12:00:00,16,016_4.0
"-4,5",29,"24,5","17,51","1,643776824",2026-05-05 12:00:00,16,016_4.5
-5,"28,5","24,5","17,51","1,572246066",2026-05-05 12:00:00,16,016_5.0
"-5,5","27,5","24,5","17,51","1,429184549",2026-05-05 12:00:00,16,016_5.5
-6,"26,5","24,5","17,51","1,286123033",2026-05-05 12:00:00,16,016_6.0
"-6,5","25,5","24,5","17,51","1,143061516",2026-05-05 12:00:00,16,016_6.5
-7,"24,5","24,5","17,51",1,2026-05-05 12:00:00,16,016_7.0
"-7,5","23,5","24,5","17,51","0,856938484",2026-05-05 12:00:00,16,016_7.5
-8,"22,5","24,5","17,51","0,713876967",2026-05-05 12:00:00,16,016_8.0
"-8,5",22,"24,5","17,51","0,642346209",2026-05-05 12:00:00,16,016_8.5
-9,23,"24,5","17,51","0,785407725",2026-05-05 12:00:00,16,016_9.0
"-9,5","24,5","24,5","17,51",1,2026-05-05 12:00:00,16,016_9.5
-10,"26,5","24,5","17,51","1,286123033",2026-05-05 12:00:00,16,016_10.0
"-10,5",28,"24,5","17,51","1,500715308",2026-05-05 12:00:00,16,016_10.5
-11,29,"24,5","17,51","1,643776824",2026-05-05 12:00:00,16,016_11.0
"-11,5","29,5","24,5","17,51","1,715307582",2026-05-05 12:00:00,16,016_11.5
-12,29,"24,5","17,51","1,643776824",2026-05-05 12:00:00,16,016_12.0
"-12,5",28,"24,5","17,51","1,500715308",2026-05-05 12:00:00,16,016_12.5
-13,"26,5","24,5","17,51","1,286123033",2026-05-05 12:00:00,16,016_13.0
"-13,5",25,"24,5","17,51","1,071530758",2026-05-05 12:00:00,16,016_13.5
-14,23,"24,5","17,51","0,785407725",2026-05-05 12:00:00,16,016_14.0
"-14,5","21,5","24,5","17,51","0,570815451",2026-05-05 12:00:00,16,016_14.5
-15,"20,5","24,5","17,51","0,427753934",2026-05-05 12:00:00,16,016_15.0
"-15,5","19,5","24,5","17,51","0,284692418",2026-05-05 12:00:00,16,016_15.5
-16,19,"24,5","17,51","0,21316166",2026-05-05 12:00:00,16,016_16.0
"-16,5","18,5","24,5","17,51","0,141630901",2026-05-05 12:00:00,16,016_16.5
-17,"18,2","24,5","17,51","0,098712446",2026-05-05 12:00:00,16,016_17.0
"-17,5",18,"24,5","17,51","0,070100143",2026-05-05 12:00:00,16,016_17.5
-18,"17,8","24,5","17,51","0,04148784",2026-05-05 12:00:00,16,016_18.0
"-18,5","17,8","24,5","17,51","0,04148784",2026-05-05 12:00:00,16,016_18.5
-19,"17,8","24,5","17,51","0,04148784",2026-05-05 12:00:00,16,016_19.0
"-19,5","17,8","24,5","17,51","0,04148784",2026-05-05 12:00:00,16,016_19.5
-20,"17,8","24,5","17,51","0,04148784",2026-05-05 12:00:00,16,016_20.0
"-20,5","17,8","24,5","17,51","0,04148784",2026-05-05 12:00:00,16,016_20.5
-21,"17,8","24,5","17,51","0,04148784",2026-05-05 12:00:00,16,016_21.0
"-21,5","17,8","24,5","17,51","0,04148784",2026-05-05 12:00:00,16,016_21.5
-22,"17,8","24,5","17,51","0,04148784",2026-05-05 12:00:00,16,016_22.0
"-22,5","17,8","24,5","17,51","0,04148784",2026-05-05 12:00:00,16,016_22.5
-23,"17,8","24,5","17,51","0,04148784",2026-05-05 12:00:00,16,016_23.0
"-23,5","17,8","24,5","17,51","0,04148784",2026-05-05 12:00:00,16,016_23.5
-24,"17,8","24,5","17,51","0,04148784",2026-05-05 12:00:00,16,016_24.0
"-24,5","17,8","24,5","17,51","0,04148784",2026-05-05 12:00:00,16,016_24.5
-25,14,"24,5","17,51","-0,502145923",2026-05-05 12:00:00,16,016_25.0
