depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,"20,8","22,817","16,547","0,67830941",2026-05-05 12:00:00,9,009_0.0
"-0,5","21,2","22,817","16,547","0,742105263",2026-05-05 12:00:00,9,009_0.5
-1,"21,8","22,817","16,547","0,837799043",2026-05-05 12:00:00,9,009_1.0
"-1,5","22,8","22,817","16,547","0,997288676",2026-05-05 12:00:00,9,009_1.5
-2,"23,3","22,817","16,547","1,077033493",2026-05-05 12:00:00,9,009_2.0
"-2,5","23,8","22,817","16,547","1,156778309",2026-05-05 12:00:00,9,009_2.5
-3,24,"22,817","16,547","1,188676236",2026-05-05 12:00:00,9,009_3.0
"-3,5","24,2","22,817","16,547","1,220574163",2026-05-05 12:00:00,9,009_3.5
-4,"24,3","22,817","16,547","1,236523126",2026-05-05 12:00:00,9,009_4.0
"-4,5","24,2","22,817","16,547","1,220574163",2026-05-05 12:00:00,9,009_4.5
-5,24,"22,817","16,547","1,188676236",2026-05-05 12:00:00,9,009_5.0
"-5,5","23,6","22,817","16,547","1,124880383",2026-05-05 12:00:00,9,009_5.5
-6,"23,2","22,817","16,547","1,06108453",2026-05-05 12:00:00,9,009_6.0
"-6,5","22,8","22,817","16,547","0,997288676",2026-05-05 12:00:00,9,009_6.5
-7,"22,5","22,817","16,547","0,949441786",2026-05-05 12:00:00,9,009_7.0
"-7,5","22,2","22,817","16,547","0,901594896",2026-05-05 12:00:00,9,009_7.5
-8,"21,8","22,817","16,547","0,837799043",2026-05-05 12:00:00,9,009_8.0
"-8,5","21,5","22,817","16,547","0,789952153",2026-05-05 12:00:00,9,009_8.5
-9,"21,2","22,817","16,547","0,742105263",2026-05-05 12:00:00,9,009_9.0
"-9,5",21,"22,817","16,547","0,710207337",2026-05-05 12:00:00,9,009_9.5
-10,"20,8","22,817","16,547","0,67830941",2026-05-05 12:00:00,9,009_10.0
"-10,5","20,7","22,817","16,547","0,662360447",2026-05-05 12:00:00,9,009_10.5
-11,"20,6","22,817","16,547","0,646411483",2026-05-05 12:00:00,9,009_11.0
"-11,5","20,6","22,817","16,547","0,646411483",2026-05-05 12:00:00,9,009_11.5
-12,"20,7","22,817","16,547","0,662360447",2026-05-05 12:00:00,9,009_12.0
"-12,5","20,9","22,817","16,547","0,694258373",2026-05-05 12:00:00,9,009_12.5
-13,"21,3","22,817","16,547","0,758054226",2026-05-05 12:00:00,9,009_13.0
"-13,5","21,9","22,817","16,547","0,853748006",2026-05-05 12:00:00,9,009_13.5
-14,"22,6","22,817","16,547","0,96539075",2026-05-05 12:00:00,9,009_14.0
"-14,5","23,2","22,817","16,547","1,06108453",2026-05-05 12:00:00,9,009_14.5
-15,"23,8","22,817","16,547","1,156778309",2026-05-05 12:00:00,9,009_15.0
"-15,5","24,2","22,817","16,547","1,220574163",2026-05-05 12:00:00,9,009_15.5
-16,"24,5","22,817","16,547","1,268421053",2026-05-05 12:00:00,9,009_16.0
"-16,5","24,7","22,817","16,547","1,300318979",2026-05-05 12:00:00,9,009_16.5
-17,"24,8","22,817","16,547","1,316267943",2026-05-05 12:00:00,9,009_17.0
"-17,5","24,7","22,817","16,547","1,300318979",2026-05-05 12:00:00,9,009_17.5
-18,"24,5","22,817","16,547","1,268421053",2026-05-05 12:00:00,9,009_18.0
"-18,5","24,2","22,817","16,547","1,220574163",2026-05-05 12:00:00,9,009_18.5
-19,"23,9","22,817","16,547","1,172727273",2026-05-05 12:00:00,9,009_19.0
"-19,5","23,6","22,817","16,547","1,124880383",2026-05-05 12:00:00,9,009_19.5
-20,"23,3","22,817","16,547","1,077033493",2026-05-05 12:00:00,9,009_20.0
"-20,5",23,"22,817","16,547","1,029186603",2026-05-05 12:00:00,9,009_20.5
-21,"22,8","22,817","16,547","0,997288676",2026-05-05 12:00:00,9,009_21.0
"-21,5","22,6","22,817","16,547","0,96539075",2026-05-05 12:00:00,9,009_21.5
-22,"22,4","22,817","16,547","0,933492823",2026-05-05 12:00:00,9,009_22.0
"-22,5","22,2","22,817","16,547","0,901594896",2026-05-05 12:00:00,9,009_22.5
-23,22,"22,817","16,547","0,86969697",2026-05-05 12:00:00,9,009_23.0
"-23,5","21,8","22,817","16,547","0,837799043",2026-05-05 12:00:00,9,009_23.5
-24,"21,6","22,817","16,547","0,805901116",2026-05-05 12:00:00,9,009_24.0
"-24,5","21,4","22,817","16,547","0,77400319",2026-05-05 12:00:00,9,009_24.5
-25,"21,2","22,817","16,547","0,742105263",2026-05-05 12:00:00,9,009_25.0
