depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,24,"26,07","17,61","0,755319149",2026-05-05 12:00:00,36,036_0.0
"-0,5","24,8","26,07","17,61","0,849881797",2026-05-05 12:00:00,36,036_0.5
-1,25,"26,07","17,61","0,873522459",2026-05-05 12:00:00,36,036_1.0
"-1,5","26,5","26,07","17,61","1,050827423",2026-05-05 12:00:00,36,036_1.5
-2,"28,5","26,07","17,61","1,287234043",2026-05-05 12:00:00,36,036_2.0
"-2,5","30,5","26,07","17,61","1,523640662",2026-05-05 12:00:00,36,036_2.5
-3,32,"26,07","17,61","1,700945626",2026-05-05 12:00:00,36,036_3.0
"-3,5",31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,36,036_3.5
-4,"29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,36,036_4.0
"-4,5","27,8","26,07","17,61","1,204491726",2026-05-05 12:00:00,36,036_4.5
-5,"26,5","26,07","17,61","1,050827423",2026-05-05 12:00:00,36,036_5.0
"-5,5",25,"26,07","17,61","0,873522459",2026-05-05 12:00:00,36,036_5.5
-6,"23,5","26,07","17,61","0,696217494",2026-05-05 12:00:00,36,036_6.0
"-6,5",22,"26,07","17,61","0,51891253",2026-05-05 12:00:00,36,036_6.5
-7,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,36,036_7.0
"-7,5",20,"26,07","17,61","0,28250591",2026-05-05 12:00:00,36,036_7.5
-8,19,"26,07","17,61","0,1643026",2026-05-05 12:00:00,36,036_8.0
"-8,5","18,5","26,07","17,61","0,105200946",2026-05-05 12:00:00,36,036_8.5
-9,18,"26,07","17,61","0,046099291",2026-05-05 12:00:00,36,036_9.0
"-9,5","17,8","26,07","17,61","0,022458629",2026-05-05 12:00:00,36,036_9.5
-10,"17,8","26,07","17,61","0,022458629",2026-05-05 12:00:00,36,036_10.0
"-10,5",18,"26,07","17,61","0,046099291",2026-05-05 12:00:00,36,036_10.5
-11,19,"26,07","17,61","0,1643026",2026-05-05 12:00:00,36,036_11.0
"-11,5",21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,36,036_11.5
-12,24,"26,07","17,61","0,755319149",2026-05-05 12:00:00,36,036_12.0
"-12,5",27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,36,036_12.5
-13,29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,36,036_13.0
"-13,5",31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,36,036_13.5
-14,32,"26,07","17,61","1,700945626",2026-05-05 12:00:00,36,036_14.0
"-14,5",32,"26,07","17,61","1,700945626",2026-05-05 12:00:00,36,036_14.5
-15,"31,5","26,07","17,61","1,641843972",2026-05-05 12:00:00,36,036_15.0
"-15,5",31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,36,036_15.5
-16,"30,5","26,07","17,61","1,523640662",2026-05-05 12:00:00,36,036_16.0
"-16,5",30,"26,07","17,61","1,464539007",2026-05-05 12:00:00,36,036_16.5
-17,"29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,36,036_17.0
"-17,5",29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,36,036_17.5
-18,"28,5","26,07","17,61","1,287234043",2026-05-05 12:00:00,36,036_18.0
"-18,5","27,5","26,07","17,61","1,169030733",2026-05-05 12:00:00,36,036_18.5
-19,"26,8","26,07","17,61","1,086288416",2026-05-05 12:00:00,36,036_19.0
"-19,5","26,5","26,07","17,61","1,050827423",2026-05-05 12:00:00,36,036_19.5
-20,"26,7","26,07","17,61","1,074468085",2026-05-05 12:00:00,36,036_20.0
"-20,5",25,"26,07","17,61","0,873522459",2026-05-05 12:00:00,36,036_20.5
-21,24,"26,07","17,61","0,755319149",2026-05-05 12:00:00,36,036_21.0
"-21,5",23,"26,07","17,61","0,637115839",2026-05-05 12:00:00,36,036_21.5
-22,22,"26,07","17,61","0,51891253",2026-05-05 12:00:00,36,036_22.0
"-22,5",21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,36,036_22.5
-23,20,"26,07","17,61","0,28250591",2026-05-05 12:00:00,36,036_23.0
"-23,5",19,"26,07","17,61","0,1643026",2026-05-05 12:00:00,36,036_23.5
-24,19,"26,07","17,61","0,1643026",2026-05-05 12:00:00,36,036_24.0
"-24,5",19,"26,07","17,61","0,1643026",2026-05-05 12:00:00,36,036_24.5
-25,19,"26,07","17,61","0,1643026",2026-05-05 12:00:00,36,036_25.0
