depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,19,"26,07","17,61","0,1643026",2026-05-05 12:00:00,34,034_0.0
"-0,5",21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,34,034_0.5
-1,23,"26,07","17,61","0,637115839",2026-05-05 12:00:00,34,034_1.0
"-1,5",25,"26,07","17,61","0,873522459",2026-05-05 12:00:00,34,034_1.5
-2,27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,34,034_2.0
"-2,5",31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,34,034_2.5
-3,32,"26,07","17,61","1,700945626",2026-05-05 12:00:00,34,034_3.0
"-3,5",31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,34,034_3.5
-4,29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,34,034_4.0
"-4,5",27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,34,034_4.5
-5,25,"26,07","17,61","0,873522459",2026-05-05 12:00:00,34,034_5.0
"-5,5",23,"26,07","17,61","0,637115839",2026-05-05 12:00:00,34,034_5.5
-6,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,34,034_6.0
"-6,5",19,"26,07","17,61","0,1643026",2026-05-05 12:00:00,34,034_6.5
-7,18,"26,07","17,61","0,046099291",2026-05-05 12:00:00,34,034_7.0
"-7,5","17,8","26,07","17,61","0,022458629",2026-05-05 12:00:00,34,034_7.5
-8,18,"26,07","17,61","0,046099291",2026-05-05 12:00:00,34,034_8.0
"-8,5",19,"26,07","17,61","0,1643026",2026-05-05 12:00:00,34,034_8.5
-9,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,34,034_9.0
"-9,5",24,"26,07","17,61","0,755319149",2026-05-05 12:00:00,34,034_9.5
-10,27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,34,034_10.0
"-10,5",29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,34,034_10.5
-11,31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,34,034_11.0
"-11,5",32,"26,07","17,61","1,700945626",2026-05-05 12:00:00,34,034_11.5
-12,"32,5","26,07","17,61","1,760047281",2026-05-05 12:00:00,34,034_12.0
"-12,5",32,"26,07","17,61","1,700945626",2026-05-05 12:00:00,34,034_12.5
-13,31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,34,034_13.0
"-13,5","29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_13.5
-14,"29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_14.0
"-14,5","29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_14.5
-15,"29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_15.0
"-15,5","29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_15.5
-16,"29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_16.0
"-16,5","29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_16.5
-17,"29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_17.0
"-17,5","29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_17.5
-18,"29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_18.0
"-18,5","29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_18.5
-19,"29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_19.0
"-19,5","29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_19.5
-20,"29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_20.0
"-20,5","29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_20.5
-21,"29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_21.0
"-21,5","29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_21.5
-22,"29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_22.0
"-22,5","29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_22.5
-23,"29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_23.0
"-23,5","29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_23.5
-24,"29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_24.0
"-24,5","29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_24.5
-25,"29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,34,034_25.0
