depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,22,"31,58","19,15","0,22928399",2026-05-05 12:00:00,6,006_0.0
"-0,5","22,5","31,58","19,15","0,269509252",2026-05-05 12:00:00,6,006_0.5
-1,23,"31,58","19,15","0,309734513",2026-05-05 12:00:00,6,006_1.0
"-1,5",28,"31,58","19,15","0,711987128",2026-05-05 12:00:00,6,006_1.5
-2,32,"31,58","19,15","1,03378922",2026-05-05 12:00:00,6,006_2.0
"-2,5",33,"31,58","19,15","1,114239743",2026-05-05 12:00:00,6,006_2.5
-3,"33,5","31,58","19,15","1,154465004",2026-05-05 12:00:00,6,006_3.0
"-3,5","33,8","31,58","19,15","1,178600161",2026-05-05 12:00:00,6,006_3.5
-4,34,"31,58","19,15","1,194690265",2026-05-05 12:00:00,6,006_4.0
"-4,5","33,8","31,58","19,15","1,178600161",2026-05-05 12:00:00,6,006_4.5
-5,"33,5","31,58","19,15","1,154465004",2026-05-05 12:00:00,6,006_5.0
"-5,5",33,"31,58","19,15","1,114239743",2026-05-05 12:00:00,6,006_5.5
-6,32,"31,58","19,15","1,03378922",2026-05-05 12:00:00,6,006_6.0
"-6,5","30,5","31,58","19,15","0,913113435",2026-05-05 12:00:00,6,006_6.5
-7,29,"31,58","19,15","0,792437651",2026-05-05 12:00:00,6,006_7.0
"-7,5","27,5","31,58","19,15","0,671761866",2026-05-05 12:00:00,6,006_7.5
-8,26,"31,58","19,15","0,551086082",2026-05-05 12:00:00,6,006_8.0
"-8,5",25,"31,58","19,15","0,470635559",2026-05-05 12:00:00,6,006_8.5
-9,26,"31,58","19,15","0,551086082",2026-05-05 12:00:00,6,006_9.0
"-9,5",28,"31,58","19,15","0,711987128",2026-05-05 12:00:00,6,006_9.5
-10,30,"31,58","19,15","0,872888174",2026-05-05 12:00:00,6,006_10.0
"-10,5","31,5","31,58","19,15","0,993563958",2026-05-05 12:00:00,6,006_10.5
-11,"32,5","31,58","19,15","1,074014481",2026-05-05 12:00:00,6,006_11.0
"-11,5",33,"31,58","19,15","1,114239743",2026-05-05 12:00:00,6,006_11.5
-12,"33,5","31,58","19,15","1,154465004",2026-05-05 12:00:00,6,006_12.0
"-12,5",34,"31,58","19,15","1,194690265",2026-05-05 12:00:00,6,006_12.5
-13,"34,2","31,58","19,15","1,21078037",2026-05-05 12:00:00,6,006_13.0
"-13,5","34,3","31,58","19,15","1,218825422",2026-05-05 12:00:00,6,006_13.5
-14,"34,2","31,58","19,15","1,21078037",2026-05-05 12:00:00,6,006_14.0
"-14,5",34,"31,58","19,15","1,194690265",2026-05-05 12:00:00,6,006_14.5
-15,"33,5","31,58","19,15","1,154465004",2026-05-05 12:00:00,6,006_15.0
"-15,5",33,"31,58","19,15","1,114239743",2026-05-05 12:00:00,6,006_15.5
-16,32,"31,58","19,15","1,03378922",2026-05-05 12:00:00,6,006_16.0
"-16,5",31,"31,58","19,15","0,953338697",2026-05-05 12:00:00,6,006_16.5
-17,30,"31,58","19,15","0,872888174",2026-05-05 12:00:00,6,006_17.0
"-17,5","28,5","31,58","19,15","0,752212389",2026-05-05 12:00:00,6,006_17.5
-18,27,"31,58","19,15","0,631536605",2026-05-05 12:00:00,6,006_18.0
"-18,5","25,5","31,58","19,15","0,510860821",2026-05-05 12:00:00,6,006_18.5
-19,24,"31,58","19,15","0,390185036",2026-05-05 12:00:00,6,006_19.0
"-19,5","22,5","31,58","19,15","0,269509252",2026-05-05 12:00:00,6,006_19.5
-20,21,"31,58","19,15","0,148833467",2026-05-05 12:00:00,6,006_20.0
"-20,5",20,"31,58","19,15","0,068382944",2026-05-05 12:00:00,6,006_20.5
-21,"19,5","31,58","19,15","0,028157683",2026-05-05 12:00:00,6,006_21.0
"-21,5",19,"31,58","19,15","-0,012067578",2026-05-05 12:00:00,6,006_21.5
-22,"18,5","31,58","19,15","-0,05229284",2026-05-05 12:00:00,6,006_22.0
"-22,5","18,2","31,58","19,15","-0,076427997",2026-05-05 12:00:00,6,006_22.5
-23,18,"31,58","19,15","-0,092518101",2026-05-05 12:00:00,6,006_23.0
"-23,5",18,"31,58","19,15","-0,092518101",2026-05-05 12:00:00,6,006_23.5
-24,18,"31,58","19,15","-0,092518101",2026-05-05 12:00:00,6,006_24.0
"-24,5",18,"31,58","19,15","-0,092518101",2026-05-05 12:00:00,6,006_24.5
-25,15,"31,58","19,15","-0,33386967",2026-05-05 12:00:00,6,006_25.0
