depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,"18,5","27,92","19,79","-0,158671587",2026-05-05 12:00:00,20,020_0.0
"-0,5","18,7","27,92","19,79","-0,134071341",2026-05-05 12:00:00,20,020_0.5
-1,19,"27,92","19,79","-0,097170972",2026-05-05 12:00:00,20,020_1.0
"-1,5",24,"27,92","19,79","0,517835178",2026-05-05 12:00:00,20,020_1.5
-2,"28,5","27,92","19,79","1,071340713",2026-05-05 12:00:00,20,020_2.0
"-2,5","29,5","27,92","19,79","1,194341943",2026-05-05 12:00:00,20,020_2.5
-3,30,"27,92","19,79","1,255842558",2026-05-05 12:00:00,20,020_3.0
"-3,5","30,5","27,92","19,79","1,317343173",2026-05-05 12:00:00,20,020_3.5
-4,30,"27,92","19,79","1,255842558",2026-05-05 12:00:00,20,020_4.0
"-4,5","29,5","27,92","19,79","1,194341943",2026-05-05 12:00:00,20,020_4.5
-5,29,"27,92","19,79","1,132841328",2026-05-05 12:00:00,20,020_5.0
"-5,5","28,5","27,92","19,79","1,071340713",2026-05-05 12:00:00,20,020_5.5
-6,28,"27,92","19,79","1,009840098",2026-05-05 12:00:00,20,020_6.0
"-6,5","28,5","27,92","19,79","1,071340713",2026-05-05 12:00:00,20,020_6.5
-7,29,"27,92","19,79","1,132841328",2026-05-05 12:00:00,20,020_7.0
"-7,5",30,"27,92","19,79","1,255842558",2026-05-05 12:00:00,20,020_7.5
-8,31,"27,92","19,79","1,378843788",2026-05-05 12:00:00,20,020_8.0
"-8,5","31,5","27,92","19,79","1,440344403",2026-05-05 12:00:00,20,020_8.5
-9,32,"27,92","19,79","1,501845018",2026-05-05 12:00:00,20,020_9.0
"-9,5",32,"27,92","19,79","1,501845018",2026-05-05 12:00:00,20,020_9.5
-10,"31,5","27,92","19,79","1,440344403",2026-05-05 12:00:00,20,020_10.0
"-10,5",31,"27,92","19,79","1,378843788",2026-05-05 12:00:00,20,020_10.5
-11,"30,5","27,92","19,79","1,317343173",2026-05-05 12:00:00,20,020_11.0
"-11,5",30,"27,92","19,79","1,255842558",2026-05-05 12:00:00,20,020_11.5
-12,"29,5","27,92","19,79","1,194341943",2026-05-05 12:00:00,20,020_12.0
"-12,5",29,"27,92","19,79","1,132841328",2026-05-05 12:00:00,20,020_12.5
-13,"28,5","27,92","19,79","1,071340713",2026-05-05 12:00:00,20,020_13.0
"-13,5","27,5","27,92","19,79","0,948339483",2026-05-05 12:00:00,20,020_13.5
-14,26,"27,92","19,79","0,763837638",2026-05-05 12:00:00,20,020_14.0
"-14,5",25,"27,92","19,79","0,640836408",2026-05-05 12:00:00,20,020_14.5
-15,24,"27,92","19,79","0,517835178",2026-05-05 12:00:00,20,020_15.0
"-15,5",23,"27,92","19,79","0,394833948",2026-05-05 12:00:00,20,020_15.5
-16,22,"27,92","19,79","0,271832718",2026-05-05 12:00:00,20,020_16.0
"-16,5","21,5","27,92","19,79","0,210332103",2026-05-05 12:00:00,20,020_16.5
-17,21,"27,92","19,79","0,148831488",2026-05-05 12:00:00,20,020_17.0
"-17,5","20,8","27,92","19,79","0,124231242",2026-05-05 12:00:00,20,020_17.5
-18,"20,6","27,92","19,79","0,099630996",2026-05-05 12:00:00,20,020_18.0
"-18,5","20,5","27,92","19,79","0,087330873",2026-05-05 12:00:00,20,020_18.5
-19,"20,4","27,92","19,79","0,07503075",2026-05-05 12:00:00,20,020_19.0
"-19,5","20,3","27,92","19,79","0,062730627",2026-05-05 12:00:00,20,020_19.5
-20,"20,2","27,92","19,79","0,050430504",2026-05-05 12:00:00,20,020_20.0
"-20,5","20,1","27,92","19,79","0,038130381",2026-05-05 12:00:00,20,020_20.5
-21,20,"27,92","19,79","0,025830258",2026-05-05 12:00:00,20,020_21.0
"-21,5","19,9","27,92","19,79","0,013530135",2026-05-05 12:00:00,20,020_21.5
-22,"19,8","27,92","19,79","0,001230012",2026-05-05 12:00:00,20,020_22.0
"-22,5","19,7","27,92","19,79","-0,011070111",2026-05-05 12:00:00,20,020_22.5
-23,"19,6","27,92","19,79","-0,023370234",2026-05-05 12:00:00,20,020_23.0
"-23,5","19,5","27,92","19,79","-0,035670357",2026-05-05 12:00:00,20,020_23.5
-24,"19,4","27,92","19,79","-0,04797048",2026-05-05 12:00:00,20,020_24.0
"-24,5","19,3","27,92","19,79","-0,060270603",2026-05-05 12:00:00,20,020_24.5
-25,"19,3","27,92","19,79","-0,060270603",2026-05-05 12:00:00,20,020_25.0
