depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,18,"26,07","17,61","0,046099291",2026-05-05 12:00:00,44,044_0.0
"-0,5","18,5","26,07","17,61","0,105200946",2026-05-05 12:00:00,44,044_0.5
-1,"19,5","26,07","17,61","0,223404255",2026-05-05 12:00:00,44,044_1.0
"-1,5",24,"26,07","17,61","0,755319149",2026-05-05 12:00:00,44,044_1.5
-2,27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,44,044_2.0
"-2,5","29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,44,044_2.5
-3,31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,44,044_3.0
"-3,5",30,"26,07","17,61","1,464539007",2026-05-05 12:00:00,44,044_3.5
-4,"28,5","26,07","17,61","1,287234043",2026-05-05 12:00:00,44,044_4.0
"-4,5",27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,44,044_4.5
-5,"25,5","26,07","17,61","0,932624113",2026-05-05 12:00:00,44,044_5.0
"-5,5",24,"26,07","17,61","0,755319149",2026-05-05 12:00:00,44,044_5.5
-6,23,"26,07","17,61","0,637115839",2026-05-05 12:00:00,44,044_6.0
"-6,5",22,"26,07","17,61","0,51891253",2026-05-05 12:00:00,44,044_6.5
-7,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,44,044_7.0
"-7,5",20,"26,07","17,61","0,28250591",2026-05-05 12:00:00,44,044_7.5
-8,19,"26,07","17,61","0,1643026",2026-05-05 12:00:00,44,044_8.0
"-8,5","18,5","26,07","17,61","0,105200946",2026-05-05 12:00:00,44,044_8.5
-9,18,"26,07","17,61","0,046099291",2026-05-05 12:00:00,44,044_9.0
"-9,5","17,8","26,07","17,61","0,022458629",2026-05-05 12:00:00,44,044_9.5
-10,"17,8","26,07","17,61","0,022458629",2026-05-05 12:00:00,44,044_10.0
"-10,5","17,8","26,07","17,61","0,022458629",2026-05-05 12:00:00,44,044_10.5
-11,18,"26,07","17,61","0,046099291",2026-05-05 12:00:00,44,044_11.0
"-11,5",19,"26,07","17,61","0,1643026",2026-05-05 12:00:00,44,044_11.5
-12,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,44,044_12.0
"-12,5",23,"26,07","17,61","0,637115839",2026-05-05 12:00:00,44,044_12.5
-13,"25,5","26,07","17,61","0,932624113",2026-05-05 12:00:00,44,044_13.0
"-13,5",28,"26,07","17,61","1,228132388",2026-05-05 12:00:00,44,044_13.5
-14,"30,5","26,07","17,61","1,523640662",2026-05-05 12:00:00,44,044_14.0
"-14,5","31,5","26,07","17,61","1,641843972",2026-05-05 12:00:00,44,044_14.5
-15,"31,5","26,07","17,61","1,641843972",2026-05-05 12:00:00,44,044_15.0
"-15,5",31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,44,044_15.5
-16,30,"26,07","17,61","1,464539007",2026-05-05 12:00:00,44,044_16.0
"-16,5",29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,44,044_16.5
-17,28,"26,07","17,61","1,228132388",2026-05-05 12:00:00,44,044_17.0
"-17,5",27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,44,044_17.5
-18,25,"26,07","17,61","0,873522459",2026-05-05 12:00:00,44,044_18.0
"-18,5",23,"26,07","17,61","0,637115839",2026-05-05 12:00:00,44,044_18.5
-19,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,44,044_19.0
"-19,5",20,"26,07","17,61","0,28250591",2026-05-05 12:00:00,44,044_19.5
-20,19,"26,07","17,61","0,1643026",2026-05-05 12:00:00,44,044_20.0
"-20,5","18,5","26,07","17,61","0,105200946",2026-05-05 12:00:00,44,044_20.5
-21,18,"26,07","17,61","0,046099291",2026-05-05 12:00:00,44,044_21.0
"-21,5","17,7","26,07","17,61","0,010638298",2026-05-05 12:00:00,44,044_21.5
-22,"17,5","26,07","17,61","-0,013002364",2026-05-05 12:00:00,44,044_22.0
"-22,5","17,4","26,07","17,61","-0,024822695",2026-05-05 12:00:00,44,044_22.5
-23,"17,3","26,07","17,61","-0,036643026",2026-05-05 12:00:00,44,044_23.0
"-23,5","17,3","26,07","17,61","-0,036643026",2026-05-05 12:00:00,44,044_23.5
-24,"17,3","26,07","17,61","-0,036643026",2026-05-05 12:00:00,44,044_24.0
"-24,5","17,3","26,07","17,61","-0,036643026",2026-05-05 12:00:00,44,044_24.5
-25,"17,3","26,07","17,61","-0,036643026",2026-05-05 12:00:00,44,044_25.0
