depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,19,"26,07","17,61","0,1643026",2026-05-05 12:00:00,38,038_0.0
"-0,5","19,5","26,07","17,61","0,223404255",2026-05-05 12:00:00,38,038_0.5
-1,"20,5","26,07","17,61","0,341607565",2026-05-05 12:00:00,38,038_1.0
"-1,5",24,"26,07","17,61","0,755319149",2026-05-05 12:00:00,38,038_1.5
-2,"27,5","26,07","17,61","1,169030733",2026-05-05 12:00:00,38,038_2.0
"-2,5",30,"26,07","17,61","1,464539007",2026-05-05 12:00:00,38,038_2.5
-3,32,"26,07","17,61","1,700945626",2026-05-05 12:00:00,38,038_3.0
"-3,5",31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,38,038_3.5
-4,29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,38,038_4.0
"-4,5","27,5","26,07","17,61","1,169030733",2026-05-05 12:00:00,38,038_4.5
-5,26,"26,07","17,61","0,991725768",2026-05-05 12:00:00,38,038_5.0
"-5,5","24,5","26,07","17,61","0,814420804",2026-05-05 12:00:00,38,038_5.5
-6,23,"26,07","17,61","0,637115839",2026-05-05 12:00:00,38,038_6.0
"-6,5","21,5","26,07","17,61","0,459810875",2026-05-05 12:00:00,38,038_6.5
-7,"20,5","26,07","17,61","0,341607565",2026-05-05 12:00:00,38,038_7.0
"-7,5","19,5","26,07","17,61","0,223404255",2026-05-05 12:00:00,38,038_7.5
-8,"18,8","26,07","17,61","0,140661939",2026-05-05 12:00:00,38,038_8.0
"-8,5","18,3","26,07","17,61","0,081560284",2026-05-05 12:00:00,38,038_8.5
-9,18,"26,07","17,61","0,046099291",2026-05-05 12:00:00,38,038_9.0
"-9,5","17,8","26,07","17,61","0,022458629",2026-05-05 12:00:00,38,038_9.5
-10,"17,7","26,07","17,61","0,010638298",2026-05-05 12:00:00,38,038_10.0
"-10,5","17,7","26,07","17,61","0,010638298",2026-05-05 12:00:00,38,038_10.5
-11,18,"26,07","17,61","0,046099291",2026-05-05 12:00:00,38,038_11.0
"-11,5",19,"26,07","17,61","0,1643026",2026-05-05 12:00:00,38,038_11.5
-12,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,38,038_12.0
"-12,5","23,5","26,07","17,61","0,696217494",2026-05-05 12:00:00,38,038_12.5
-13,26,"26,07","17,61","0,991725768",2026-05-05 12:00:00,38,038_13.0
"-13,5","28,5","26,07","17,61","1,287234043",2026-05-05 12:00:00,38,038_13.5
-14,31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,38,038_14.0
"-14,5",32,"26,07","17,61","1,700945626",2026-05-05 12:00:00,38,038_14.5
-15,32,"26,07","17,61","1,700945626",2026-05-05 12:00:00,38,038_15.0
"-15,5","31,5","26,07","17,61","1,641843972",2026-05-05 12:00:00,38,038_15.5
-16,"30,5","26,07","17,61","1,523640662",2026-05-05 12:00:00,38,038_16.0
"-16,5","29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,38,038_16.5
-17,"28,5","26,07","17,61","1,287234043",2026-05-05 12:00:00,38,038_17.0
"-17,5","27,5","26,07","17,61","1,169030733",2026-05-05 12:00:00,38,038_17.5
-18,26,"26,07","17,61","0,991725768",2026-05-05 12:00:00,38,038_18.0
"-18,5",24,"26,07","17,61","0,755319149",2026-05-05 12:00:00,38,038_18.5
-19,22,"26,07","17,61","0,51891253",2026-05-05 12:00:00,38,038_19.0
"-19,5","20,5","26,07","17,61","0,341607565",2026-05-05 12:00:00,38,038_19.5
-20,"19,5","26,07","17,61","0,223404255",2026-05-05 12:00:00,38,038_20.0
"-20,5","18,8","26,07","17,61","0,140661939",2026-05-05 12:00:00,38,038_20.5
-21,"18,2","26,07","17,61","0,069739953",2026-05-05 12:00:00,38,038_21.0
"-21,5","17,8","26,07","17,61","0,022458629",2026-05-05 12:00:00,38,038_21.5
-22,"17,5","26,07","17,61","-0,013002364",2026-05-05 12:00:00,38,038_22.0
"-22,5","17,3","26,07","17,61","-0,036643026",2026-05-05 12:00:00,38,038_22.5
-23,"17,2","26,07","17,61","-0,048463357",2026-05-05 12:00:00,38,038_23.0
"-23,5","17,2","26,07","17,61","-0,048463357",2026-05-05 12:00:00,38,038_23.5
-24,"17,2","26,07","17,61","-0,048463357",2026-05-05 12:00:00,38,038_24.0
"-24,5","17,2","26,07","17,61","-0,048463357",2026-05-05 12:00:00,38,038_24.5
-25,"17,2","26,07","17,61","-0,048463357",2026-05-05 12:00:00,38,038_25.0
