depth_m,w_percent,wl_value,wp_value,il_value,timestamp,object_id,sensor_id
0,"23,8","26,07","17,61","0,731678487",2026-05-05 12:00:00,45,045_0.0
"-0,5","23,6","26,07","17,61","0,708037825",2026-05-05 12:00:00,45,045_0.5
-1,24,"26,07","17,61","0,755319149",2026-05-05 12:00:00,45,045_1.0
"-1,5","24,5","26,07","17,61","0,814420804",2026-05-05 12:00:00,45,045_1.5
-2,27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,45,045_2.0
"-2,5",29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,45,045_2.5
-3,30,"26,07","17,61","1,464539007",2026-05-05 12:00:00,45,045_3.0
"-3,5","29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,45,045_3.5
-4,29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,45,045_4.0
"-4,5","28,5","26,07","17,61","1,287234043",2026-05-05 12:00:00,45,045_4.5
-5,28,"26,07","17,61","1,228132388",2026-05-05 12:00:00,45,045_5.0
"-5,5","27,5","26,07","17,61","1,169030733",2026-05-05 12:00:00,45,045_5.5
-6,27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,45,045_6.0
"-6,5",27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,45,045_6.5
-7,27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,45,045_7.0
"-7,5",27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,45,045_7.5
-8,27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,45,045_8.0
"-8,5",27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,45,045_8.5
-9,27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,45,045_9.0
"-9,5",27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,45,045_9.5
-10,27,"26,07","17,61","1,109929078",2026-05-05 12:00:00,45,045_10.0
"-10,5","27,5","26,07","17,61","1,169030733",2026-05-05 12:00:00,45,045_10.5
-11,28,"26,07","17,61","1,228132388",2026-05-05 12:00:00,45,045_11.0
"-11,5",29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,45,045_11.5
-12,30,"26,07","17,61","1,464539007",2026-05-05 12:00:00,45,045_12.0
"-12,5",31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,45,045_12.5
-13,"31,5","26,07","17,61","1,641843972",2026-05-05 12:00:00,45,045_13.0
"-13,5","31,5","26,07","17,61","1,641843972",2026-05-05 12:00:00,45,045_13.5
-14,"31,5","26,07","17,61","1,641843972",2026-05-05 12:00:00,45,045_14.0
"-14,5","31,2","26,07","17,61","1,606382979",2026-05-05 12:00:00,45,045_14.5
-15,31,"26,07","17,61","1,582742317",2026-05-05 12:00:00,45,045_15.0
"-15,5","30,5","26,07","17,61","1,523640662",2026-05-05 12:00:00,45,045_15.5
-16,30,"26,07","17,61","1,464539007",2026-05-05 12:00:00,45,045_16.0
"-16,5","29,5","26,07","17,61","1,405437352",2026-05-05 12:00:00,45,045_16.5
-17,29,"26,07","17,61","1,346335697",2026-05-05 12:00:00,45,045_17.0
"-17,5",28,"26,07","17,61","1,228132388",2026-05-05 12:00:00,45,045_17.5
-18,26,"26,07","17,61","0,991725768",2026-05-05 12:00:00,45,045_18.0
"-18,5","24,5","26,07","17,61","0,814420804",2026-05-05 12:00:00,45,045_18.5
-19,23,"26,07","17,61","0,637115839",2026-05-05 12:00:00,45,045_19.0
"-19,5",22,"26,07","17,61","0,51891253",2026-05-05 12:00:00,45,045_19.5
-20,21,"26,07","17,61","0,40070922",2026-05-05 12:00:00,45,045_20.0
"-20,5",20,"26,07","17,61","0,28250591",2026-05-05 12:00:00,45,045_20.5
-21,19,"26,07","17,61","0,1643026",2026-05-05 12:00:00,45,045_21.0
"-21,5","18,5","26,07","17,61","0,105200946",2026-05-05 12:00:00,45,045_21.5
-22,18,"26,07","17,61","0,046099291",2026-05-05 12:00:00,45,045_22.0
"-22,5","17,8","26,07","17,61","0,022458629",2026-05-05 12:00:00,45,045_22.5
-23,"17,7","26,07","17,61","0,010638298",2026-05-05 12:00:00,45,045_23.0
"-23,5","17,6","26,07","17,61","-0,001182033",2026-05-05 12:00:00,45,045_23.5
-24,"17,6","26,07","17,61","-0,001182033",2026-05-05 12:00:00,45,045_24.0
"-24,5","17,6","26,07","17,61","-0,001182033",2026-05-05 12:00:00,45,045_24.5
-25,"17,6","26,07","17,61","-0,001182033",2026-05-05 12:00:00,45,045_25.0
